Choice_r,IF_sens_r,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.55
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.54
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.53
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.52
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.51
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.5
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.49
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.48
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.47
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.46
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.45
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.44
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.43
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.42
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.41
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.4
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.39
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.38
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.37
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.36
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.35
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.34
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.33
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.32
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.31
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.3
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.29
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.28
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.27
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.26
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.25
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.24
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.23
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.22
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.21
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.2
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.19
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.18
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.17
0.01,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.16
