Goal_l,IF_thresh_l,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
1.01,0.0,0.9799541429822043,0.6711069360395667,0.38639629492457034,285.33444922562074,155.36316944136388,-0.84
1.01,0.0,0.9804063894367413,0.6769739604006332,0.3844435917942526,285.43454188949124,155.54878411278918,-0.83
1.01,0.0,0.9808603710007588,0.6828409847616999,0.38264527175678187,285.52895994626914,155.73502054243107,-0.82
1.01,0.0,0.9813163886796407,0.6887080091227661,0.38098230706330677,285.61536050446176,155.92187337995256,-0.81
1.01,0.0,0.9817747310006246,0.6945750334838326,0.37949699196433,285.69268129860797,156.09402354195,-0.8
1.01,0.0,0.9822189658590307,0.7004420578448993,0.37806354235031847,285.76077223180425,156.28140137068502,-0.79
1.01,0.0,0.9826590929312052,0.7063090822059658,0.3767313333815278,285.82011956612996,156.469286628659,-0.78
1.01,0.0,0.9830980307605078,0.7121761065670322,0.37549766500313253,285.8712725534061,156.65759314901518,-0.77
1.01,0.0,0.9834506615281052,0.7180431309280988,0.3742754132424946,285.0509242345444,156.83504903022734,-0.76
1.01,0.0,0.9838028489784317,0.7239101552891652,0.3731389528652424,284.09702397607947,157.01279661839447,-0.75
1.01,0.0,0.9841545841404361,0.7297771796502318,0.3721149049102657,283.1428621095908,157.17381150804925,-0.74
1.01,0.0,0.984505857600929,0.7356442040112982,0.37104409293205864,282.18839298584527,157.3517242959433,-0.73
1.01,0.0,0.9848482984426031,0.7415112283723648,0.37000375901361177,281.14176144799524,157.53189331174008,-0.72
1.01,0.0,0.9851848939495135,0.7473782527334314,0.36899719589707874,280.03146139655144,157.71443168422334,-0.71
1.01,0.0,0.9855275037024999,0.7532452770944978,0.36842048151263124,278.9393854251543,157.77553687291578,-0.7
1.01,0.0,0.9858746576066215,0.7591123014555643,0.3679149247383145,277.84484211128233,157.826878215961,-0.69
1.01,0.0,0.9862215432724458,0.7649793258166306,0.3674413698802465,276.74770112723223,157.87613714735198,-0.68
1.01,0.0,0.9865681427102685,0.7708463501776973,0.36699277335517344,275.6480474102384,157.92533562414926,-0.67
1.01,0.0,0.9869144368070765,0.7767133745387637,0.36656899976739643,274.5464349853605,157.97437254485138,-0.66
1.01,0.0,0.9872604053279613,0.7825803988998303,0.3661672320860398,273.4444935462704,158.0231186444871,-0.65
1.01,0.0,0.987606026941473,0.7884474232608967,0.36578664191563925,272.34600795024403,158.07161191248014,-0.64
1.01,0.0,0.98795127927549,0.7943144476219633,0.36542839526237986,271.2582941848176,158.12008362344363,-0.63
1.01,0.0,0.9882961390114755,0.8001814719830298,0.3650923994005013,270.1913880728939,158.16882385627792,-0.62
1.01,0.0,0.9886405820264886,0.8060484963440964,0.36476662499520557,269.1488141448401,158.21703135681136,-0.61
1.01,0.0,0.9889845835940031,0.8119155207051626,0.3644747406474918,268.0917026888717,158.21414137901854,-0.6
1.01,0.0,0.9893241618358918,0.8177825450662295,0.3642771667574399,267.024529596349,158.20903865921238,-0.59
1.01,0.0,0.9895870553641621,0.8236495694272958,0.36411757850438287,265.92878917215165,158.2042313076373,-0.58
1.01,0.0,0.9898353198556678,0.8295165937883626,0.3639079604308575,264.7959387722732,158.2216153899215,-0.57
1.01,0.0,0.9901769544641685,0.8353836181494289,0.3636314324883474,263.6338751814359,158.26972994486562,-0.56
1.01,0.0,0.9905166740184942,0.8412506425104955,0.3633660083002371,262.44746392307604,158.31787720188447,-0.55
1.01,0.0,0.990854398948488,0.8471176668715619,0.3631083440764568,261.2379792620016,158.3679732840248,-0.54
1.01,0.0,0.9911900664563262,0.8529846912326281,0.3628344954147194,260.004880987239,158.4289844960513,-0.53
1.01,0.0,0.9915236355987227,0.8588517155936949,0.36261740900113343,258.7475911850193,158.4811627131161,-0.52
1.01,0.0,0.9918546375082283,0.8647187399547615,0.3624222372064591,257.467874409595,158.52775292072425,-0.51
1.01,0.0,0.9921830118342756,0.8705857643158278,0.36223595492228156,256.17319905356476,158.57390810599185,-0.5
1.01,0.0,0.9925092052503137,0.8764527886768942,0.3620610809612756,254.8787032640617,158.61964480631744,-0.49
