MagCAPShock,Decay_hard,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.19,0.025,51.0,1.0,1.0,160.63380577078323,244.99571748174728,-0.19
-0.18,0.025,51.0,1.0,1.0,160.63380577078317,244.99054308807314,-0.18
-0.17,0.025,51.0,1.0,1.0,160.63380577078317,244.9843069507571,-0.17
-0.16,0.025,51.0,1.0,1.0,160.6338057707832,244.9768855053837,-0.16
-0.15,0.025,51.0,1.0,1.0,160.6338057707832,244.96523551903067,-0.15
-0.14,0.025,51.0,1.0,1.0,160.63380577078308,244.94738947398244,-0.14
-0.13,0.025,51.0,1.0,1.0,160.63380577078314,244.89573072024984,-0.13
-0.12,0.025,51.0,1.0,1.0,160.63380577078325,244.7821044906577,-0.12
-0.11,0.025,51.0,1.0,1.0,160.6338057707832,244.52197566583658,-0.11
-0.1,0.025,51.0,1.0,1.0,160.6338057707831,243.9526085318526,-0.1
-0.09,0.025,51.0,1.0,1.0,160.6338057707831,241.31160003150663,-0.09
-0.08,0.025,51.0,1.0,1.0,160.63380577078317,240.59400667196232,-0.08
-0.07,0.025,51.0,1.0,1.0,160.63380577078323,241.34307441929346,-0.07
-0.06,0.025,51.0,1.0,1.0,160.63380577078317,242.09208788535102,-0.06
-0.05,0.025,51.0,1.0,1.0,160.63380577078314,242.146803989152,-0.05
-0.04,0.025,51.0,1.0,1.0,160.6338057707831,242.14680398915206,-0.04
-0.03,0.025,51.0,1.0,1.0,160.6338057707832,242.1468039891521,-0.03
-0.02,0.025,51.0,1.0,1.0,160.6338057707832,242.14680398915223,-0.02
-0.01,0.025,51.0,1.0,1.0,160.6338057707832,242.146803989152,-0.01
0.0,0.025,51.0,1.0,1.0,160.63380577078317,242.146803989152,0.0
-1.0,0.03,50.511647414065976,0.9904244590993329,0.8322193363904891,154.59537993709162,305.1531369597235,-1.0
-0.99,0.03,50.52906969358256,0.9907660724231874,0.8380061695711624,154.680813245779,303.6374853686264,-0.99
-0.98,0.03,50.546484110142444,0.9911075315714205,0.8437930027518356,154.7664712978211,302.21519355639634,-0.98
-0.97,0.03,50.56389056040989,0.9914488345178409,0.8495798359325089,154.8504626555917,300.83370166557216,-0.97
-0.96,0.03,50.581288941425214,0.9917899792436317,0.8553666691131823,154.936559117139,299.4584739307706,-0.96
-0.95,0.03,50.598679152391625,0.9921309637723849,0.8611535022938555,155.02287448641067,298.07175481160806,-0.95
-0.94,0.03,50.61606109685371,0.992471786212818,0.8669403354745288,155.10722513185348,296.6790018588174,-0.94
-0.93,0.03,50.6334346853139,0.9928124448100765,0.8727271686552021,155.19397073792416,295.2820599564421,-0.93
-0.92,0.03,50.650799838330826,0.9931529380064867,0.8785140018358751,155.280925963748,293.8888419149671,-0.92
-0.91,0.03,50.668156490140866,0.993493264512566,0.8843008350165485,155.3655768690995,292.49848689277877,-0.91
-0.9,0.03,50.685504592840346,0.9938334233890264,0.8900876681972218,155.45294581254055,291.0805651589391,-0.9
-0.89,0.03,50.702844121165484,0.9941734141404996,0.895874501377895,155.54055474531552,289.6723817179218,-0.89
-0.88,0.03,50.72017507791624,0.994513236821887,0.9016613345585685,155.62561525625216,288.29350832098646,-0.88
-0.87,0.03,50.737501978545,0.9948529799714706,0.9074481677392415,155.71389962869654,287.0006587686243,-0.87
-0.86,0.03,50.75482213770725,0.9951925909354363,0.9132350009199148,155.8024746686456,285.80547468407474,-0.86
-0.85,0.03,50.77213403358385,0.9955320398741933,0.919021834100588,155.8913299989416,284.7342711714061,-0.85
-0.84,0.03,50.78943782755142,0.9958713299519886,0.9248086672812615,155.97719212401117,283.82375163216807,-0.84
-0.83,0.03,50.806733746219166,0.9962104656121405,0.9305955004619346,156.06663826010075,283.10207797597224,-0.83
-0.82,0.03,50.824022100353744,0.9965494529481126,0.936382333642608,156.1564025778158,282.581333681377,-0.82
-0.81,0.03,50.841303316892244,0.9968883003312204,0.9421691668232811,156.24277294012475,282.2536189190032,-0.81
-0.8,0.03,50.85857799693177,0.9972270195476818,0.9479560000039545,156.33324689196064,282.0930670454034,-0.8
-0.79,0.03,50.875847024538714,0.9975656279321317,0.953742833184628,156.4241127556575,282.063013541575,-0.79
-0.78,0.03,50.89311177219488,0.997904152395978,0.9595296663653011,156.515421778556,282.12494499614314,-0.78
-0.77,0.03,50.910374480443615,0.9982426368714434,0.9653164995459741,156.603023183084,282.2456654265373,-0.77
-0.76,0.03,50.927638918823384,0.9985811552710467,0.9711033327266476,156.69551422369523,282.40084741588004,-0.76
-0.75,0.03,50.94491139054023,0.9989198311870633,0.9768901659073207,156.78889044624822,282.574651830837,-0.75
-0.74,0.03,50.96220179266023,0.9992588586796124,0.9826769990879943,156.88349784131952,282.75548525725594,-0.74
-0.73,0.03,50.97952335524177,0.9995984971616033,0.9884638322686674,156.97500841607047,282.92906553519464,-0.73
-0.72,0.03,50.99425066544934,0.9998872679499872,0.9942506654493406,157.06657709653786,281.97399388031636,-0.72
-0.71,0.03,51.0,1.0,1.0,157.1533870101086,279.750327994064,-0.71
-0.7,0.03,51.0,1.0,1.0,157.24033220817583,277.4995976414556,-0.7
-0.69,0.03,51.0,1.0,1.0,157.32206499580866,275.38772744846824,-0.69
-0.68,0.03,51.0,1.0,1.0,157.40932267092873,273.4883824657079,-0.68
-0.67,0.03,51.0,1.0,1.0,157.4967088325694,271.78293538999804,-0.67
-0.66,0.03,51.0,1.0,1.0,157.58416243139186,270.21422608624437,-0.66
-0.65,0.03,51.0,1.0,1.0,157.66579326790995,268.7279120236552,-0.65
-0.64,0.03,51.0,1.0,1.0,157.75350882767242,267.2855011188802,-0.64
-0.63,0.03,51.0,1.0,1.0,157.84134089098765,265.8628769510863,-0.63
-0.62,0.03,51.0,1.0,1.0,157.92924444793022,264.4455172031074,-0.62
-0.61,0.03,51.0,1.0,1.0,158.0106536299453,263.0244806153613,-0.61
-0.6,0.03,51.0,1.0,1.0,158.09881527890167,261.5938055126522,-0.6
-0.59,0.03,51.0,1.0,1.0,158.1870874083795,260.1490325399176,-0.59
-0.58,0.03,51.0,1.0,1.0,158.27547010611158,258.67344681277905,-0.58
-0.57,0.03,51.0,1.0,1.0,158.3565752048483,257.1712022788563,-0.57
-0.56,0.03,51.0,1.0,1.0,158.44517223828382,255.644880064868,-0.56
-0.55,0.03,51.0,1.0,1.0,158.53388322556933,254.09668797059075,-0.55
-0.54,0.03,51.0,1.0,1.0,158.62271007871172,252.53623528971258,-0.54
-0.53,0.03,51.0,1.0,1.0,158.70358639591373,250.98641942245575,-0.53
-0.52,0.03,51.0,1.0,1.0,158.79264155069578,249.49051106451495,-0.52
-0.51,0.03,51.0,1.0,1.0,158.8818209598425,248.1165147597421,-0.51
-0.5,0.03,51.0,1.0,1.0,158.9711283092947,246.95119759718986,-0.5
-0.49,0.03,51.0,1.0,1.0,159.06050085592705,246.07692747671805,-0.49
-0.48,0.03,51.0,1.0,1.0,159.1414570448517,245.53566729944015,-0.48
-0.47,0.03,51.0,1.0,1.0,159.23115434284665,245.30263646847337,-0.47
-0.46,0.03,51.0,1.0,1.0,159.32099745592996,245.29567156070024,-0.46
-0.45,0.03,51.0,1.0,1.0,159.4109932076046,245.4157040904769,-0.45
-0.44,0.03,51.0,1.0,1.0,159.49197849107713,245.58336899014503,-0.44
-0.43,0.03,51.0,1.0,1.0,159.58223163456182,245.75081716555943,-0.43
-0.42,0.03,51.0,1.0,1.0,159.67265350523897,245.89598669050446,-0.42
-0.41,0.03,51.0,1.0,1.0,159.76325940147953,246.0125657511699,-0.41
-0.4,0.03,51.0,1.0,1.0,159.85407225665634,246.1020330671153,-0.4
-0.39,0.03,51.0,1.0,1.0,159.9350242268372,246.1682628378061,-0.39
-0.38,0.03,51.0,1.0,1.0,160.02598910119502,246.216505259075,-0.38
-0.37,0.03,51.0,1.0,1.0,160.1172846367912,246.25185482280435,-0.37
-0.36,0.03,51.0,1.0,1.0,160.20913595315162,246.27720112500378,-0.36
-0.35,0.03,51.0,1.0,1.0,160.30232101986968,246.27715064970602,-0.35
-0.34,0.03,51.0,1.0,1.0,160.3776771157856,246.27714096203078,-0.34
-0.33,0.03,51.0,1.0,1.0,160.45979434284106,246.27714096256727,-0.33
-0.32,0.03,51.0,1.0,1.0,160.54412703180674,246.27714096256557,-0.32
-0.31,0.03,51.0,1.0,1.0,160.62985348394574,246.2771409624776,-0.31
-0.3,0.03,51.0,1.0,1.0,160.63380577078317,246.27714094982562,-0.3
-0.29,0.03,51.0,1.0,1.0,160.6338057707831,246.2771408872093,-0.29
-0.28,0.03,51.0,1.0,1.0,160.63380577078317,246.277140797942,-0.28
-0.27,0.03,51.0,1.0,1.0,160.63380577078314,246.277140783686,-0.27
-0.26,0.03,51.0,1.0,1.0,160.6338057707832,246.27714076839135,-0.26
-0.25,0.03,51.0,1.0,1.0,160.63380577078317,246.277139871547,-0.25
-0.24,0.03,51.0,1.0,1.0,160.6338057707832,246.2766976145156,-0.24
-0.23,0.03,51.0,1.0,1.0,160.63380577078314,246.27440075331552,-0.23
-0.22,0.03,51.0,1.0,1.0,160.6338057707832,246.2720546880412,-0.22
-0.21,0.03,51.0,1.0,1.0,160.6338057707832,246.26967496492287,-0.21
-0.2,0.03,51.0,1.0,1.0,160.63380577078317,246.2672114722597,-0.2
-0.19,0.03,51.0,1.0,1.0,160.63380577078323,246.26455748175118,-0.19
-0.18,0.03,51.0,1.0,1.0,160.63380577078317,246.2616991865452,-0.18
-0.17,0.03,51.0,1.0,1.0,160.63380577078317,246.25851087182485,-0.17
-0.16,0.03,51.0,1.0,1.0,160.6338057707832,246.25477260088414,-0.16
-0.15,0.03,51.0,1.0,1.0,160.6338057707832,246.24903259447987,-0.15
-0.14,0.03,51.0,1.0,1.0,160.63380577078308,246.23397945963723,-0.14
-0.13,0.03,51.0,1.0,1.0,160.63380577078314,246.20659469506015,-0.13
-0.12,0.03,51.0,1.0,1.0,160.63380577078325,246.1543080016071,-0.12
-0.11,0.03,51.0,1.0,1.0,160.6338057707832,246.05112276438277,-0.11
-0.1,0.03,51.0,1.0,1.0,160.6338057707831,245.84732998700565,-0.1
-0.09,0.03,51.0,1.0,1.0,160.6338057707831,245.30800688470134,-0.09
-0.08,0.03,51.0,1.0,1.0,160.63380577078317,243.7445816576761,-0.08
-0.07,0.03,51.0,1.0,1.0,160.63380577078323,241.34082138151288,-0.07
-0.06,0.03,51.0,1.0,1.0,160.63380577078317,242.09257908373027,-0.06
-0.05,0.03,51.0,1.0,1.0,160.63380577078314,242.14728633321235,-0.05
-0.04,0.03,51.0,1.0,1.0,160.6338057707831,242.14728633321224,-0.04
-0.03,0.03,51.0,1.0,1.0,160.6338057707832,242.1472863332123,-0.03
-0.02,0.03,51.0,1.0,1.0,160.6338057707832,242.1472863332124,-0.02
-0.01,0.03,51.0,1.0,1.0,160.6338057707832,242.14728633321238,-0.01
0.0,0.03,51.0,1.0,1.0,160.63380577078317,242.14728633321224,0.0
-1.0,0.035,50.5130880959669,0.9904527077640569,0.8322193363904891,154.60677194483497,290.10605334890226,-1.0
-0.99,0.035,50.53052189180994,0.9907945468982341,0.8380061695711624,154.69319857712398,288.71197238701876,-0.99
-0.98,0.035,50.54794720636798,0.9911362197327055,0.8437930027518356,154.77988389634714,287.5342769195646,-0.98
-0.97,0.035,50.565364020691334,0.9914777258959085,0.8495798359325089,154.8639729605574,286.53151511103164,-0.97
-0.96,0.035,50.58277234215083,0.9918190655323693,0.8553666691131823,154.95117403960253,285.69337638744935,-0.96
-0.95,0.035,50.600172209832316,0.9921602394084768,0.8611535022938555,155.0386392152483,285.02458891722944,-0.95
-0.94,0.035,50.61756370029785,0.992501249025448,0.8669403354745288,155.12637227931722,284.5307345826976,-0.94
-0.93,0.035,50.634946933578334,0.9928420967368301,0.8727271686552021,155.21111418334195,284.2092358504969,-0.93
-0.92,0.035,50.652322079206016,0.9931827858667847,0.8785140018358751,155.29938881177347,284.043871436617,-0.92
-0.91,0.035,50.66968936203571,0.9935233208242297,0.8843008350165485,155.38794251869544,283.9858190531534,-0.91
-0.9,0.035,50.687049067544706,0.993863707206759,0.8900876681972218,155.4730827389287,283.99630235527707,-0.9
-0.89,0.035,50.70440154625586,0.9942039518873698,0.895874501377895,155.56225659260005,284.0682009149253,-0.89
-0.88,0.035,50.72174721691507,0.994544063076766,0.9016613345585685,155.6518350710168,284.1763862147275,-0.88
-0.87,0.035,50.73909260929745,0.9948841688097539,0.9074481677392415,155.74184273107468,284.29688247262555,-0.87
-0.86,0.035,50.75643430258725,0.9952242020115147,0.9132350009199148,155.82803808873933,284.4185428692737,-0.86
-0.85,0.035,50.77377060617341,0.9955641295328119,0.919021834100588,155.91881639465836,284.5347805293291,-0.85
-0.84,0.035,50.791102119069976,0.9959039631190191,0.9248086672812615,156.01000004662166,284.6409441173217,-0.84
-0.83,0.035,50.80842949853948,0.9962437156576369,0.9305955004619346,156.10161422034287,284.7348745884757,-0.83
-0.82,0.035,50.82575346947425,0.9965834013622402,0.936382333642608,156.18894177866622,284.81610872787985,-0.82
-0.81,0.035,50.84307485311257,0.9969230363355406,0.9421691668232811,156.28151230514905,284.88525008278907,-0.81
-0.8,0.035,50.860299557311926,0.9972607756335672,0.9479560000039545,156.37132417656986,284.5446066509237,-0.8
-0.79,0.035,50.87739576424319,0.9975959953773175,0.953742833184628,156.4572509296836,283.38320866144863,-0.79
-0.78,0.035,50.894478866910184,0.9979309581747094,0.9595296663653011,156.54327190394608,282.20728989142407,-0.78
-0.77,0.035,50.91154860765914,0.9982656589737087,0.9653164995459741,156.62414010535224,281.00577351008786,-0.77
-0.76,0.035,50.92860457522889,0.9986000897103704,0.9711033327266476,156.71043646608365,279.7591825182526,-0.76
-0.75,0.035,50.94564614996623,0.9989342382346319,0.9768901659073207,156.7968467454672,278.4350536208046,-0.75
-0.74,0.035,50.96267252097707,0.9992680886466093,0.9826769990879943,156.88336300758738,276.9849140873231,-0.74
-0.73,0.035,50.97968294908067,0.9996016264525621,0.9884638322686674,156.96399598832858,275.35164181243624,-0.73
-0.72,0.035,50.99425066544934,0.9998872679499872,0.9942506654493406,157.05070831182377,273.5018524752419,-0.72
-0.71,0.035,51.0,1.0,1.0,157.13753753260494,271.4666424321497,-0.71
-0.7,0.035,51.0,1.0,1.0,157.22450690205764,269.3833702038381,-0.7
-0.69,0.035,51.0,1.0,1.0,157.30499380494345,267.4345822648275,-0.69
-0.68,0.035,51.0,1.0,1.0,157.39227364804026,265.6948107368551,-0.68
-0.67,0.035,51.0,1.0,1.0,157.4796827156147,264.1456097883871,-0.67
-0.66,0.035,51.0,1.0,1.0,157.56720100037958,262.72904309049807,-0.66
-0.65,0.035,51.0,1.0,1.0,157.65483098497097,261.3894265999468,-0.65
-0.64,0.035,51.0,1.0,1.0,157.73524420521707,260.08689927884785,-0.64
-0.63,0.035,51.0,1.0,1.0,157.82309797272438,258.79646831987145,-0.63
-0.62,0.035,51.0,1.0,1.0,157.9110667972102,257.5038828502126,-0.62
-0.61,0.035,51.0,1.0,1.0,157.99914869032185,256.20264809555204,-0.61
-0.6,0.035,51.0,1.0,1.0,158.08729788347335,254.89026002639258,-0.6
-0.59,0.035,51.0,1.0,1.0,158.1676359997435,253.56250524546815,-0.59
-0.58,0.035,51.0,1.0,1.0,158.25604013245797,252.25071157597833,-0.58
-0.57,0.035,51.0,1.0,1.0,158.34455709236002,250.98692340591782,-0.57
-0.56,0.035,51.0,1.0,1.0,158.43318808139236,249.8179443260097,-0.56
-0.55,0.035,51.0,1.0,1.0,158.52187722946502,248.80152441000573,-0.55
-0.54,0.035,51.0,1.0,1.0,158.6022007177468,247.99439035084453,-0.54
-0.53,0.035,51.0,1.0,1.0,158.69117054200171,247.43351298585765,-0.53
-0.52,0.035,51.0,1.0,1.0,158.7802638323144,247.11937065288555,-0.52
-0.51,0.035,51.0,1.0,1.0,158.86948391889132,247.01333652978323,-0.51
-0.5,0.035,51.0,1.0,1.0,158.9588346526024,247.0528469317931,-0.5
-0.49,0.035,51.0,1.0,1.0,159.03936593800603,247.17366616023224,-0.49
-0.48,0.035,51.0,1.0,1.0,159.1289609555116,247.32541577235835,-0.48
-0.47,0.035,51.0,1.0,1.0,159.2186968784116,247.47603747463899,-0.47
-0.46,0.035,51.0,1.0,1.0,159.30857888133454,247.60905177690282,-0.46
-0.45,0.035,51.0,1.0,1.0,159.39861310729532,247.71853730121572,-0.45
-0.44,0.035,51.0,1.0,1.0,159.48094272709452,247.80459246403248,-0.44
-0.43,0.035,51.0,1.0,1.0,159.5700481183558,247.86984318924283,-0.43
-0.42,0.035,51.0,1.0,1.0,159.66041602497575,247.91831639817661,-0.42
-0.41,0.035,51.0,1.0,1.0,159.75094333445904,247.95406858997725,-0.41
-0.4,0.035,51.0,1.0,1.0,159.84164759062688,247.980190466805,-0.4
-0.39,0.035,51.0,1.0,1.0,159.9325589730601,247.999176772859,-0.39
-0.38,0.035,51.0,1.0,1.0,160.0131949533454,248.01294670840028,-0.38
-0.37,0.035,51.0,1.0,1.0,160.10378438042832,248.02218811224938,-0.37
-0.36,0.035,51.0,1.0,1.0,160.19481224413903,248.02217056268273,-0.36
-0.35,0.035,51.0,1.0,1.0,160.28704057157364,248.02215459013155,-0.35
-0.34,0.035,51.0,1.0,1.0,160.37663289482356,248.02215154192518,-0.34
-0.33,0.035,51.0,1.0,1.0,160.45906145502275,248.02215153640898,-0.33
-0.32,0.035,51.0,1.0,1.0,160.52761735472683,248.02215152573527,-0.32
-0.31,0.035,51.0,1.0,1.0,160.610717891378,248.02215152403286,-0.31
-0.3,0.035,51.0,1.0,1.0,160.63380577078317,248.0221515221537,-0.3
-0.29,0.035,51.0,1.0,1.0,160.6338057707831,248.0221515201389,-0.29
-0.28,0.035,51.0,1.0,1.0,160.63380577078317,248.02215145982404,-0.28
-0.27,0.035,51.0,1.0,1.0,160.63380577078314,248.0221508363839,-0.27
-0.26,0.035,51.0,1.0,1.0,160.6338057707832,248.02214970386848,-0.26
-0.25,0.035,51.0,1.0,1.0,160.63380577078317,248.02214805274053,-0.25
-0.24,0.035,51.0,1.0,1.0,160.6338057707832,248.02214781309462,-0.24
-0.23,0.035,51.0,1.0,1.0,160.63380577078314,248.0221475320642,-0.23
-0.22,0.035,51.0,1.0,1.0,160.6338057707832,248.02213832437704,-0.22
-0.21,0.035,51.0,1.0,1.0,160.6338057707832,248.02210346254427,-0.21
-0.2,0.035,51.0,1.0,1.0,160.63380577078317,248.0220450063962,-0.2
-0.19,0.035,51.0,1.0,1.0,160.63380577078323,248.02194764436518,-0.19
-0.18,0.035,51.0,1.0,1.0,160.63380577078317,248.02178656213897,-0.18
-0.17,0.035,51.0,1.0,1.0,160.63380577078317,248.02173751476383,-0.17
-0.16,0.035,51.0,1.0,1.0,160.6338057707832,248.02107856857464,-0.16
-0.15,0.035,51.0,1.0,1.0,160.6338057707832,248.01809291321285,-0.15
-0.14,0.035,51.0,1.0,1.0,160.63380577078308,248.01288769186678,-0.14
-0.13,0.035,51.0,1.0,1.0,160.63380577078314,248.00407206179196,-0.13
-0.12,0.035,51.0,1.0,1.0,160.63380577078325,247.98854119523753,-0.12
-0.11,0.035,51.0,1.0,1.0,160.6338057707832,247.95852586043625,-0.11
-0.1,0.035,51.0,1.0,1.0,160.6338057707831,247.88406138280234,-0.1
-0.09,0.035,51.0,1.0,1.0,160.6338057707831,247.7507852525367,-0.09
-0.08,0.035,51.0,1.0,1.0,160.63380577078317,247.50597202472596,-0.08
-0.07,0.035,51.0,1.0,1.0,160.63380577078323,247.0229831708941,-0.07
-0.06,0.035,51.0,1.0,1.0,160.63380577078317,245.83891907110453,-0.06
-0.05,0.035,51.0,1.0,1.0,160.63380577078314,245.67880188399815,-0.05
-0.04,0.035,51.0,1.0,1.0,160.6338057707831,245.67880188399818,-0.04
-0.03,0.035,51.0,1.0,1.0,160.6338057707832,245.6788018839981,-0.03
-0.02,0.035,51.0,1.0,1.0,160.6338057707832,245.67880188399818,-0.02
