MagCAPShock,Conserv_Sens,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.47,0.02,51.0,1.0,1.0,159.19476795793466,251.37953560547223,-0.47
-0.46,0.02,51.0,1.0,1.0,159.28462030201044,251.3851405318208,-0.46
-0.45,0.02,51.0,1.0,1.0,159.37458829832036,251.38931714715736,-0.45
-0.44,0.02,51.0,1.0,1.0,159.46466920762313,251.39241697856528,-0.44
-0.43,0.02,51.0,1.0,1.0,159.55482663324813,251.39471131275704,-0.43
-0.42,0.02,51.0,1.0,1.0,159.64232198581436,251.3964069259712,-0.42
-0.41,0.02,51.0,1.0,1.0,159.73139434606404,251.39765969794175,-0.41
-0.4,0.02,51.0,1.0,1.0,159.82041548943454,251.3984850420855,-0.4
-0.39,0.02,51.0,1.0,1.0,159.90940479677957,251.39848359609235,-0.39
-0.38,0.02,51.0,1.0,1.0,159.9984119986058,251.39848222867568,-0.38
-0.37,0.02,51.0,1.0,1.0,160.08754488145053,251.39848095045454,-0.37
-0.36,0.02,51.0,1.0,1.0,160.1770471946678,251.39847977070374,-0.36
-0.35,0.02,51.0,1.0,1.0,160.26770359981325,251.3984786871245,-0.35
-0.34,0.02,51.0,1.0,1.0,160.34652663146144,251.39847845887186,-0.34
-0.33,0.02,51.0,1.0,1.0,160.41813405902127,251.39847846777846,-0.33
-0.32,0.02,51.0,1.0,1.0,160.5033242097994,251.39847846458218,-0.32
-0.31,0.02,51.0,1.0,1.0,160.5893875319884,251.3984784609555,-0.31
-0.3,0.02,51.0,1.0,1.0,160.63380577078317,251.39847845708408,-0.3
-0.29,0.02,51.0,1.0,1.0,160.6338057707831,251.3984784529517,-0.29
-0.28,0.02,51.0,1.0,1.0,160.63380577078317,251.39847844854003,-0.28
-0.27,0.02,51.0,1.0,1.0,160.63380577078314,251.39847757738576,-0.27
-0.26,0.02,51.0,1.0,1.0,160.6338057707832,251.3984761833683,-0.26
-0.25,0.02,51.0,1.0,1.0,160.63380577078317,251.3984740956864,-0.25
-0.24,0.02,51.0,1.0,1.0,160.6338057707832,251.39847124322458,-0.24
-0.23,0.02,51.0,1.0,1.0,160.63380577078314,251.39847081295696,-0.23
-0.22,0.02,51.0,1.0,1.0,160.6338057707832,251.39847024775423,-0.22
-0.21,0.02,51.0,1.0,1.0,160.6338057707832,251.39846964661496,-0.21
-0.2,0.02,51.0,1.0,1.0,160.63380577078317,251.39846861860565,-0.2
-0.19,0.02,51.0,1.0,1.0,160.63380577078323,251.3984235589631,-0.19
-0.18,0.02,51.0,1.0,1.0,160.63380577078317,251.39835931628912,-0.18
-0.17,0.02,51.0,1.0,1.0,160.63380577078317,251.39826799640863,-0.17
-0.16,0.02,51.0,1.0,1.0,160.6338057707832,251.39813856096077,-0.16
-0.15,0.02,51.0,1.0,1.0,160.6338057707832,251.39790554376103,-0.15
-0.14,0.02,51.0,1.0,1.0,160.63380577078308,251.3975336894383,-0.14
-0.13,0.02,51.0,1.0,1.0,160.63380577078314,251.397462365689,-0.13
-0.12,0.02,51.0,1.0,1.0,160.63380577078325,251.39568497834202,-0.12
-0.11,0.02,51.0,1.0,1.0,160.6338057707832,251.3923693491522,-0.11
-0.1,0.02,51.0,1.0,1.0,160.6338057707831,251.3872875546881,-0.1
-0.09,0.02,51.0,1.0,1.0,160.6338057707831,251.379516176158,-0.09
-0.08,0.02,51.0,1.0,1.0,160.63380577078317,251.36764340104213,-0.08
-0.07,0.02,51.0,1.0,1.0,160.63380577078323,251.34949892190312,-0.07
-0.06,0.02,51.0,1.0,1.0,160.63380577078317,251.32171146241828,-0.06
-0.05,0.02,51.0,1.0,1.0,160.63380577078314,251.31917624089783,-0.05
-0.04,0.02,51.0,1.0,1.0,160.6338057707831,251.31917624089783,-0.04
-0.03,0.02,51.0,1.0,1.0,160.6338057707832,251.31917624089783,-0.03
-0.02,0.02,51.0,1.0,1.0,160.6338057707832,251.31917624089783,-0.02
-0.01,0.02,51.0,1.0,1.0,160.6338057707832,251.31917624089783,-0.01
0.0,0.02,51.0,1.0,1.0,160.63380577078317,251.31917624089783,0.0
-1.0,0.03,50.515857032087254,0.9905070006291619,0.8322193363904891,154.6718287568144,276.0648311882581,-1.0
-0.99,0.03,50.53319317018022,0.9908469249054945,0.8380061695711624,154.74927591134607,275.261927967678,-0.99
-0.98,0.03,50.55051707460737,0.9911866093060269,0.8437930027518356,154.83214417243067,274.4582633673411,-0.98
-0.97,0.03,50.567828752718654,0.9915260539748756,0.8495798359325089,154.91519903681953,273.65366955805837,-0.97
-0.96,0.03,50.58512821131122,0.9918652590453181,0.8553666691131823,154.99843755607486,272.8479523095436,-0.96
-0.95,0.03,50.602415456499,0.9922042246372353,0.8611535022938555,155.08185684705188,272.04088742894066,-0.95
-0.94,0.03,50.61969049357019,0.9925429508543174,0.8669403354745288,155.15959657181787,271.2322169926991,-0.94
-0.93,0.03,50.63695332683167,0.9928814377810132,0.8727271686552021,155.24336169097253,270.4216455079888,-0.93
-0.92,0.03,50.65420395943951,0.9932196854792061,0.8785140018358751,155.32729932285454,269.6088362343903,-0.92
-0.91,0.03,50.67144239321428,0.9935576939845937,0.8843008350165485,155.41140682211608,268.79340803566043,-0.91
-0.9,0.03,50.688668628440475,0.9938954633027544,0.8900876681972218,155.49568159780054,267.9749333327749,-0.9
-0.89,0.03,50.70588266364918,0.9942329934048858,0.895874501377895,155.5800792492134,267.15293801684624,-0.89
-0.88,0.03,50.72308449538315,0.9945702842231989,0.9016613345585685,155.6582129261116,266.32690458404437,-0.88
-0.87,0.03,50.740274117944,0.9949073356459607,0.9074481677392415,155.74296611116782,265.4962803105584,-0.87
-0.86,0.03,50.757451523121034,0.9952441475121772,0.9132350009199148,155.8278767081856,264.6604930329129,-0.86
-0.85,0.03,50.77461669990212,0.9955807196059239,0.919021834100588,155.912942367561,263.81897807012086,-0.85
-0.84,0.03,50.79176963416701,0.9959170516503335,0.9248086672812615,155.99816078284778,262.9712210240552,-0.84
-0.83,0.03,50.80891030836462,0.996253143301267,0.9305955004619346,156.07637466435483,262.1168225584513,-0.83
-0.82,0.03,50.826038701176174,0.9965889941407093,0.936382333642608,156.1618816566153,261.25559257474833,-0.82
-0.81,0.03,50.84315478716741,0.9969246036699492,0.9421691668232811,156.2475346959812,260.38768199539004,-0.81
-0.8,0.03,50.86025853643428,0.997259971302633,0.9479560000039545,156.33333164381168,259.5137597196328,-0.8
-0.79,0.03,50.877349914248136,0.9975950963578066,0.953742833184628,156.41927040615636,258.6352387659526,-0.79
-0.78,0.03,50.894428880708325,0.9979299780531045,0.9595296663653011,156.50534893731057,257.7545473902738,-0.78
-0.77,0.03,50.91149539041263,0.9982646154982869,0.9653164995459741,156.5837998640526,256.87542761039845,-0.77
-0.76,0.03,50.92854939215876,0.9985990076893874,0.9711033327266476,156.67013870522848,256.0032312128665,-0.76
-0.75,0.03,50.945590828693625,0.9989331535037965,0.9768901659073207,156.75661143133487,255.14519711784806,-0.75
-0.74,0.03,50.962619636531315,0.9992670516966925,0.9826769990879943,156.84321611890007,254.31079246944262,-0.74
-0.73,0.03,50.97963574586555,0.9996007008993245,0.9884638322686674,156.9299520036249,253.51242771846415,-0.73
-0.72,0.03,50.99425066544934,0.9998872679499872,0.9942506654493406,157.0168401817484,252.76692537418498,-0.72
-0.71,0.03,51.0,1.0,1.0,157.09559658502835,252.09683366814812,-0.71
-0.7,0.03,51.0,1.0,1.0,157.18270706752037,251.5277895811468,-0.7
-0.69,0.03,51.0,1.0,1.0,157.26993863054528,251.07937754205872,-0.69
-0.68,0.03,51.0,1.0,1.0,157.35729054005736,250.7565548689456,-0.68
-0.67,0.03,51.0,1.0,1.0,157.44476185328605,250.55009838243092,-0.67
-0.66,0.03,51.0,1.0,1.0,157.5323513820074,250.44271773945937,-0.66
-0.65,0.03,51.0,1.0,1.0,157.62001125460543,250.4141231004659,-0.65
-0.64,0.03,51.0,1.0,1.0,157.69933991750887,250.44383205918842,-0.64
-0.63,0.03,51.0,1.0,1.0,157.78723938537493,250.51289186815927,-0.63
-0.62,0.03,51.0,1.0,1.0,157.8752541569405,250.6050593333188,-0.62
-0.61,0.03,51.0,1.0,1.0,157.96338414600024,250.70743938104084,-0.61
-0.6,0.03,51.0,1.0,1.0,158.05162952862779,250.81058211459683,-0.6
-0.59,0.03,51.0,1.0,1.0,158.13999076749914,250.90816516196114,-0.59
-0.58,0.03,51.0,1.0,1.0,158.2284050980238,250.99644403692807,-0.58
-0.57,0.03,51.0,1.0,1.0,158.30884875730106,251.07363272611312,-0.57
-0.56,0.03,51.0,1.0,1.0,158.3975212959043,251.1393233172361,-0.56
-0.55,0.03,51.0,1.0,1.0,158.4863173950435,251.19400021069248,-0.55
-0.54,0.03,51.0,1.0,1.0,158.5752387634858,251.23866544297547,-0.54
-0.53,0.03,51.0,1.0,1.0,158.6642874081343,251.27456864514886,-0.53
-0.52,0.03,51.0,1.0,1.0,158.75346563627053,251.3030245918279,-0.52
-0.51,0.03,51.0,1.0,1.0,158.84277605718742,251.3252985917499,-0.51
-0.5,0.03,51.0,1.0,1.0,158.92593123681695,251.34254140767038,-0.5
-0.49,0.03,51.0,1.0,1.0,159.01542061287034,251.35575851933217,-0.49
-0.48,0.03,51.0,1.0,1.0,159.10503336454784,251.36580198088032,-0.48
-0.47,0.03,51.0,1.0,1.0,159.19476726147283,251.37337622317563,-0.47
-0.46,0.03,51.0,1.0,1.0,159.2846196705086,251.37905168312747,-0.46
-0.45,0.03,51.0,1.0,1.0,159.37458772919805,251.38328209420362,-0.45
-0.44,0.03,51.0,1.0,1.0,159.46466869814756,251.3864227198327,-0.44
-0.43,0.03,51.0,1.0,1.0,159.55482617743831,251.3887478549573,-0.43
-0.42,0.03,51.0,1.0,1.0,159.6423217893884,251.39046665472875,-0.42
-0.41,0.03,51.0,1.0,1.0,159.73139415969197,251.39173685151124,-0.41
-0.4,0.03,51.0,1.0,1.0,159.82041531368031,251.39258584189034,-0.4
-0.39,0.03,51.0,1.0,1.0,159.90940463219033,251.39258437765278,-0.39
-0.38,0.03,51.0,1.0,1.0,159.9984118457412,251.39258299298766,-0.38
-0.37,0.03,51.0,1.0,1.0,160.0875447409703,251.39258169864652,-0.37
-0.36,0.03,51.0,1.0,1.0,160.17704706760387,251.3925805040201,-0.36
-0.35,0.03,51.0,1.0,1.0,160.26770348875283,251.39257940653204,-0.35
-0.34,0.03,51.0,1.0,1.0,160.34652652220856,251.3925791751826,-0.34
-0.33,0.03,51.0,1.0,1.0,160.4181339492314,251.3925791842756,-0.33
-0.32,0.03,51.0,1.0,1.0,160.50332410107887,251.3925791810127,-0.32
-0.31,0.03,51.0,1.0,1.0,160.58938742191313,251.3925791773096,-0.31
-0.3,0.03,51.0,1.0,1.0,160.63380577078317,251.39257917335678,-0.3
-0.29,0.03,51.0,1.0,1.0,160.6338057707831,251.39257916913738,-0.29
-0.28,0.03,51.0,1.0,1.0,160.63380577078317,251.39257916463305,-0.28
-0.27,0.03,51.0,1.0,1.0,160.63380577078314,251.39257826685696,-0.27
-0.26,0.03,51.0,1.0,1.0,160.6338057707832,251.39257684656928,-0.26
-0.25,0.03,51.0,1.0,1.0,160.63380577078317,251.39257472003106,-0.25
-0.24,0.03,51.0,1.0,1.0,160.6338057707832,251.39257181509745,-0.24
-0.23,0.03,51.0,1.0,1.0,160.63380577078314,251.39257137676978,-0.23
-0.22,0.03,51.0,1.0,1.0,160.6338057707832,251.39257080096579,-0.22
-0.21,0.03,51.0,1.0,1.0,160.6338057707832,251.3925701885335,-0.21
-0.2,0.03,51.0,1.0,1.0,160.63380577078317,251.39256868209193,-0.2
-0.19,0.03,51.0,1.0,1.0,160.63380577078323,251.3925228418277,-0.19
-0.18,0.03,51.0,1.0,1.0,160.63380577078317,251.39245749709377,-0.18
-0.17,0.03,51.0,1.0,1.0,160.63380577078317,251.392364625458,-0.17
-0.16,0.03,51.0,1.0,1.0,160.6338057707832,251.39223301051672,-0.16
-0.15,0.03,51.0,1.0,1.0,160.6338057707832,251.39199610759312,-0.15
-0.14,0.03,51.0,1.0,1.0,160.63380577078308,251.39161811436793,-0.14
-0.13,0.03,51.0,1.0,1.0,160.63380577078314,251.3915455395365,-0.13
-0.12,0.03,51.0,1.0,1.0,160.63380577078325,251.38972342308813,-0.12
-0.11,0.03,51.0,1.0,1.0,160.6338057707832,251.38635490107214,-0.11
-0.1,0.03,51.0,1.0,1.0,160.6338057707831,251.3811924133399,-0.1
-0.09,0.03,51.0,1.0,1.0,160.6338057707831,251.3732978864457,-0.09
-0.08,0.03,51.0,1.0,1.0,160.63380577078317,251.3612366982404,-0.08
-0.07,0.03,51.0,1.0,1.0,160.63380577078323,251.34280246761148,-0.07
-0.06,0.03,51.0,1.0,1.0,160.63380577078317,251.31456542689102,-0.06
-0.05,0.03,51.0,1.0,1.0,160.63380577078314,251.31198879544286,-0.05
-0.04,0.03,51.0,1.0,1.0,160.6338057707831,251.31198879544286,-0.04
-0.03,0.03,51.0,1.0,1.0,160.6338057707832,251.31198879544286,-0.03
