Goal_l,IF_sens_l,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
1.0,4.0,0.9876089991912522,0.9164025712409419,0.3613793286046538,248.18741328495608,158.52952157197,-0.42
1.0,4.0,0.9882511938052205,0.9221442341998481,0.36113514784026085,248.31806497477746,158.6217522798893,-0.41
1.0,4.0,0.9889026442599539,0.9278837328580418,0.3608894207269031,248.4286823294059,158.71524252104,-0.4
1.0,4.0,0.9895635150067795,0.9336211247530305,0.36064222036559385,248.52166756032764,158.8100076614862,-0.39
1.0,4.0,0.9902339796177151,0.9393564686503563,0.3603933789950006,248.5993247380951,158.90605718179202,-0.38
1.0,4.0,0.9909142423335988,0.9450898244742717,0.3601410713718052,248.66394545249008,159.00335179648178,-0.37
1.0,4.0,0.9916044751692863,0.9508212532052908,0.359885230301844,248.71770660402947,159.101970651803,-0.36
1.0,4.0,0.9923161285314235,0.9565508167348837,0.359627762629735,248.76262335616246,159.2018554947451,-0.35
1.0,4.0,0.993068949968008,0.9622785776710887,0.3593683987677772,248.80055028033996,159.3029244433523,-0.34
1.0,4.0,0.9938333640840938,0.968004599102769,0.3591080915820792,248.83316776185345,159.4054342084132,-0.33
1.0,4.0,0.9946096944563192,0.9737289443562678,0.35884605962361843,248.86189601006532,159.5094202412607,-0.32
1.0,4.0,0.9953983161713301,0.979451676759725,0.35858323629711836,248.88768605896502,159.61493143151003,-0.31
1.0,4.0,0.9960037109337918,0.9851728590431325,0.3583738814170883,248.91046298489945,159.6921472264102,-0.3
1.0,4.0,0.9961103570084201,0.9881991191425469,0.3583062061975386,248.92906133029916,159.69301636824747,-0.29
1.0,4.0,0.997051623191064,0.991591763751423,0.3579969747048133,248.94210167369826,159.83679031134506,-0.28
1.0,4.0,0.9979081662914785,0.9942960017502452,0.3576412248417145,248.9500219470647,160.00446978136642,-0.27
1.0,4.0,0.998608346834932,0.9960501729668003,0.35727918129903263,248.95123867187482,160.17070105039846,-0.26
1.0,4.0,0.9991234944104967,0.997288510932847,0.35690624880926597,248.95123886318555,160.33646210557768,-0.25
1.0,4.0,0.9995915536687014,0.9985019356596159,0.3565146400903428,248.9512359399877,160.50238423604077,-0.24
1.0,4.0,1.0,1.0,0.3561754893135849,248.95123080849714,160.63380577078314,-0.23
1.0,4.0,1.0,1.0,0.3561375822003976,248.95122283522898,160.6338057707832,-0.22
1.0,4.0,1.0,1.0,0.35609592231740456,248.95121032269932,160.6338057707832,-0.21
1.0,4.0,1.0,1.0,0.3560397644290787,248.95120383636396,160.63380577078317,-0.2
1.0,4.0,1.0,1.0,0.35599109931033146,248.95120177665953,160.63380577078323,-0.19
1.0,4.0,1.0,1.0,0.35593786905920805,248.95119918234045,160.63380577078317,-0.18
1.0,4.0,1.0,1.0,0.35588030503417983,248.95111228866529,160.63380577078317,-0.17
1.0,4.0,1.0,1.0,0.35581913691793043,248.95088703615016,160.6338057707832,-0.16
1.0,4.0,1.0,1.0,0.35574121767795197,248.95044712943584,160.6338057707832,-0.15
1.0,4.0,1.0,1.0,0.3556530384361661,248.94960537605127,160.63380577078308,-0.14
1.0,4.0,1.0,1.0,0.35556661642678017,248.94813535227755,160.63380577078314,-0.13
1.0,4.0,1.0,1.0,0.3554834646482025,248.94740549960403,160.63380577078325,-0.12
1.0,4.0,1.0,1.0,0.35540472935129125,248.94005713094566,160.6338057707832,-0.11
1.0,4.0,1.0,1.0,0.35533011302324186,248.92620818286935,160.6338057707831,-0.1
1.0,4.0,1.0,1.0,0.35525948666949797,248.90307202843883,160.6338057707831,-0.09
1.0,4.0,1.0,1.0,0.3551926149540168,248.864334580548,160.63380577078317,-0.08
1.0,4.0,1.0,1.0,0.35512923724493134,248.79897779322718,160.63380577078323,-0.07
1.0,4.0,1.0,1.0,0.3550690992273065,248.6868750852776,160.63380577078317,-0.06
1.0,4.0,1.0,1.0,0.35501196158970155,248.6633370100104,160.63380577078314,-0.05
1.0,4.0,1.0,1.0,0.3549576103239809,248.6633370100104,160.6338057707831,-0.04
1.0,4.0,1.0,1.0,0.35490584700020283,248.6633370100104,160.6338057707832,-0.03
1.0,4.0,1.0,1.0,0.35485649107883094,248.6633370100104,160.6338057707832,-0.02
1.0,4.0,1.0,1.0,0.35483508995489244,248.6633370100104,160.6338057707832,-0.01
1.0,4.0,1.0,1.0,0.3548350899548925,248.6633370100104,160.63380577078317,0.0
1.01,4.0,0.9713656740915876,0.5772345462625026,0.5330053029854894,285.00665820211407,142.42216636645975,-1.0
1.01,4.0,0.9718657009579913,0.583101570623569,0.49202673160531046,284.89309998204874,151.72753032146275,-0.99
1.01,4.0,0.9723661775630024,0.5889685949846356,0.4682177987368959,284.82283404362886,152.88190911434282,-0.98
1.01,4.0,0.9728670847461413,0.5948356193457021,0.4519553386117295,284.7893842521726,153.06417547450113,-0.97
1.01,4.0,0.9733684013422026,0.6007026437067687,0.43968772133802575,284.7862829163684,153.23698622191253,-0.96
1.01,4.0,0.9738701040419564,0.6065696680678352,0.43013908298969655,284.8073815513105,153.42029586984168,-0.95
1.01,4.0,0.9743721672461932,0.6124366924289016,0.4224580545129591,284.8470757649576,153.60423081696416,-0.94
1.01,4.0,0.974874562911978,0.6183037167899682,0.41612922606928043,284.90044033618926,153.78879641370588,-0.93
1.01,4.0,0.975377260389671,0.6241707411510347,0.41081412817655627,284.96328448470064,153.97398559538183,-0.92
1.01,4.0,0.9758802262488895,0.6300377655121011,0.4063081363883833,285.0321450451916,154.15120828494656,-0.91
1.01,4.0,0.976383424091082,0.6359047898731677,0.40237658795392267,285.10423726215595,154.33736519674505,-0.9
1.01,4.0,0.9767790988595031,0.6417718142342341,0.39897504904805703,284.50145211381425,154.5152176137144,-0.89
1.01,4.0,0.9771412411187087,0.6476388385953008,0.3959395588822257,283.49205741886834,154.69066314171374,-0.88
1.01,4.0,0.9775039231676841,0.653505862956367,0.39319270859089084,282.48768382115804,154.86649098168846,-0.87
1.01,4.0,0.9778671635989992,0.6593728873174337,0.3907140316806066,281.4886659061911,155.03855665812765,-0.86
1.01,4.0,0.9782309823390096,0.6652399116785,0.38841825419423454,280.4953693826616,155.2150472547826,-0.85
1.01,4.0,0.9785955468612286,0.6711069360395667,0.38632211235657454,279.43317312240174,155.39334112893033,-0.84
1.01,4.0,0.9789608057503503,0.6769739604006332,0.38440224883776297,278.29561416022125,155.57340964275312,-0.83
1.01,4.0,0.979326601544312,0.6828409847616999,0.38261623874386014,277.16529807177415,155.75362909278323,-0.82
1.01,4.0,0.9796929704244098,0.6887080091227661,0.38094921709656937,276.0439190849423,155.9340380656604,-0.81
1.01,4.0,0.9800599516131324,0.6945750334838326,0.3793901309139713,274.9340644030528,156.11490600541697,-0.8
1.01,4.0,0.9804275878686581,0.7004420578448993,0.37792214951456443,273.8403031824115,156.29563631332277,-0.79
1.01,4.0,0.9807959258494386,0.7063090822059658,0.37654524590731603,272.7715960072596,156.47657558228062,-0.78
1.01,4.0,0.9811650177960952,0.7121761065670322,0.37526056565158933,271.7456652463762,156.6577640661248,-0.77
1.01,4.0,0.9815341523924683,0.7180431309280988,0.37407282694875543,270.78341902255414,156.83922469929865,-0.76
1.01,4.0,0.9818921389035091,0.7239101552891652,0.3729818370634017,269.84953528513245,157.01960651786666,-0.75
1.01,4.0,0.9820775146749895,0.7297771796502318,0.3723706062954612,268.9387434292765,157.06688695648762,-0.74
1.01,4.0,0.9820706177767559,0.7356442040112982,0.37193256830598437,268.00721173779704,157.0607500520584,-0.73
1.01,4.0,0.982194321605653,0.7415112283723648,0.3713847817618146,267.0603854467616,157.09125523389002,-0.72
1.01,4.0,0.9823967110042083,0.7473782527334314,0.37075065404403645,266.10142318257283,157.15403087932776,-0.71
1.01,4.0,0.9826510415421559,0.7532452770944978,0.37019361747024626,265.14196915342797,157.2084656502656,-0.7
1.01,4.0,0.9829310623534777,0.7591123014555643,0.36966554410920577,264.1850625154853,157.25982067022275,-0.69
1.01,4.0,0.9832134858297077,0.7649793258166306,0.36915674905362056,263.2330977186549,157.31241268395573,-0.68
1.01,4.0,0.9834875748457808,0.7708463501776973,0.3686666044351204,262.2863076321522,157.3662265609859,-0.67
1.01,4.0,0.9837747809162528,0.7767133745387637,0.3682109610666193,261.3431130188219,157.41861016261376,-0.66
1.01,4.0,0.9840647437829747,0.7825803988998303,0.3677724931061026,260.3972549654126,157.47250706084927,-0.65
1.01,4.0,0.9843714401845892,0.7884474232608967,0.36735374184390435,259.4357928496031,157.5265809078531,-0.64
1.01,4.0,0.984676035708842,0.7943144476219633,0.36695396729868307,258.4363488907847,157.58057859412486,-0.63
1.01,4.0,0.9850148419403946,0.8001814719830298,0.36657243614555846,257.3735319124332,157.63574375114948,-0.62
1.01,4.0,0.9853706528888561,0.8060484963440964,0.36617937233449843,256.079678676369,157.69013009203942,-0.61
1.01,4.0,0.9857164961228352,0.8119155207051626,0.3657191465294378,253.8987502338271,157.74614750518248,-0.6
1.01,4.0,0.9861027182079275,0.8177825450662295,0.36536622871398206,252.62628003592573,157.80155133240385,-0.59
