MagCAPShock,IF_sens_r,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.22,4.340878170264604,51.0,1.0,1.0,160.6338057707832,231.83275922626848,-0.22
-0.21,4.340878170264604,51.0,1.0,1.0,160.6338057707832,232.3497083929926,-0.21
-0.2,4.340878170264604,51.0,1.0,1.0,160.63380577078317,232.86993009559438,-0.2
-0.19,4.340878170264604,51.0,1.0,1.0,160.63380577078323,233.39310054846933,-0.19
-0.18,4.340878170264604,51.0,1.0,1.0,160.63380577078317,233.9189244379252,-0.18
-0.17,4.340878170264604,51.0,1.0,1.0,160.63380577078317,234.44713326399162,-0.17
-0.16,4.340878170264604,51.0,1.0,1.0,160.6338057707832,234.9774835907368,-0.16
-0.15,4.340878170264604,51.0,1.0,1.0,160.6338057707832,235.6286087001183,-0.15
-0.14,4.340878170264604,51.0,1.0,1.0,160.63380577078308,236.30862030366873,-0.14
-0.13,4.340878170264604,51.0,1.0,1.0,160.63380577078314,236.9367080150934,-0.13
-0.12,4.340878170264604,51.0,1.0,1.0,160.63380577078325,237.67225482702924,-0.12
-0.11,4.340878170264604,51.0,1.0,1.0,160.6338057707832,238.40986906967456,-0.11
-0.1,4.340878170264604,51.0,1.0,1.0,160.6338057707831,239.1492616135481,-0.1
-0.09,4.340878170264604,51.0,1.0,1.0,160.6338057707831,239.89018428402872,-0.09
-0.08,4.340878170264604,51.0,1.0,1.0,160.63380577078317,240.63242449692603,-0.08
-0.07,4.340878170264604,51.0,1.0,1.0,160.63380577078323,241.3758004332101,-0.07
-0.06,4.340878170264604,51.0,1.0,1.0,160.63380577078317,242.12015677923551,-0.06
-0.05,4.340878170264604,51.0,1.0,1.0,160.63380577078314,242.17455770189198,-0.05
-0.04,4.340878170264604,51.0,1.0,1.0,160.6338057707831,242.17455770189198,-0.04
-0.03,4.340878170264604,51.0,1.0,1.0,160.6338057707832,242.17455770189207,-0.03
-0.02,4.340878170264604,51.0,1.0,1.0,160.6338057707832,242.174557701892,-0.02
-0.01,4.340878170264604,51.0,1.0,1.0,160.6338057707832,242.174557701892,-0.01
0.0,4.340878170264604,51.0,1.0,1.0,160.63380577078317,242.174557701892,0.0
-1.0,4.710805822269944,50.51437905829497,0.9904780207508818,0.8322193363904891,154.59210836408704,259.29526489264055,-1.0
-0.99,4.710805822269944,50.531820923177584,0.9908200181015212,0.8380061695711624,154.67564204875,259.0866785495318,-0.99
-0.98,4.710805822269944,50.54925509452795,0.9911618645985872,0.8437930027518356,154.76477346517055,258.9230337836251,-0.98
-0.97,4.710805822269944,50.56668192473222,0.9915035671516123,0.8495798359325089,154.85429243319246,258.8052734019657,-0.97
-0.96,4.710805822269944,50.58410184442984,0.9918451342045066,0.8553666691131823,154.94421631324235,258.7335604097012,-0.96
-0.95,4.710805822269944,50.601515368901374,0.9921865758608113,0.8611535022938555,155.0345646046832,258.70725423815117,-0.95
-0.94,4.710805822269944,50.61892310316487,0.9925279039836249,0.8669403354745288,155.11951697975996,258.7249143874076,-0.94
-0.93,4.710805822269944,50.63632574517828,0.9928691322583977,0.8727271686552021,155.21077364703817,258.78431461116185,-0.93
-0.92,4.710805822269944,50.65372408646083,0.9932102762051143,0.8785140018358751,155.3025294156889,258.88254633035007,-0.92
-0.91,4.710805822269944,50.67111900938122,0.993551353125122,0.8843008350165485,155.39482230955468,259.01656578067025,-0.91
-0.9,4.710805822269944,50.688511480327925,0.9938923819672142,0.8900876681972218,155.48768153002976,259.1814154939172,-0.9
-0.89,4.710805822269944,50.70588504406676,0.9942330400797404,0.895874501377895,155.58013022925888,259.23699634186073,-0.89
-0.88,4.710805822269944,50.72309176049926,0.994570426676456,0.9016613345585685,155.658319252342,258.41543521960534,-0.88
-0.87,4.710805822269944,50.74028611190858,0.9949075708217369,0.9074481677392415,155.74312839315945,257.58898084683506,-0.87
-0.86,4.710805822269944,50.75746805546188,0.995244471675723,0.9132350009199148,155.82809069035181,256.7576117828403,-0.86
-0.85,4.710805822269944,50.774637551260064,0.9955811284560797,0.919021834100588,155.91320364625363,255.92130521469636,-0.85
-0.84,4.710805822269944,50.791794562491546,0.9959175404410107,0.9248086672812615,155.99846488260818,255.08005713669556,-0.84
-0.83,4.710805822269944,50.808939055256786,0.9962537069658194,0.9305955004619346,156.07669526222136,254.23393166591663,-0.83
-0.82,4.710805822269944,50.826070998104925,0.9965896274138221,0.936382333642608,156.1622344176421,253.38297795309566,-0.82
-0.81,4.710805822269944,50.843190361314605,0.9969253012022472,0.9421691668232811,156.2479154937806,252.52742189659693,-0.81
-0.8,4.710805822269944,50.860297115946196,0.9972607277636509,0.9479560000039545,156.3337365261827,251.66758784890996,-0.8
-0.79,4.710805822269944,50.87739123269401,0.9975959065234119,0.953742833184628,156.41969562605516,250.8039545325253,-0.79
-0.78,4.710805822269944,50.89447268057757,0.99793083687407,0.9595296663653011,156.50579096792055,249.93718096854099,-0.78
-0.77,4.710805822269944,50.91154142552819,0.9982655181476116,0.9653164995459741,156.58420097295974,249.06093138937302,-0.77
-0.76,4.710805822269944,50.92859742895055,0.9985999495872657,0.9711033327266476,156.67054839290057,248.18554835108554,-0.76
-0.75,4.710805822269944,50.94564064636193,0.9989341303208221,0.9768901659073207,156.75702699610818,247.3100518976489,-0.75
-0.74,4.710805822269944,50.96267102622807,0.9992680593378054,0.9826769990879943,156.84363510281491,246.43595111400452,-0.74
-0.73,4.710805822269944,50.97968850911803,0.9996017354729025,0.9884638322686674,156.93037105824936,245.56289831880278,-0.73
-0.72,4.710805822269944,50.99425066544934,0.9998872679499872,0.9942506654493406,157.0172332352706,244.6149423002878,-0.72
-0.71,4.710805822269944,51.0,1.0,1.0,157.09586182760216,243.6568957593402,-0.71
-0.7,4.710805822269944,51.0,1.0,1.0,157.18295159636335,242.78138724652385,-0.7
-0.69,4.710805822269944,51.0,1.0,1.0,157.27016331531763,241.91554212281417,-0.69
-0.68,4.710805822269944,51.0,1.0,1.0,157.35749561252698,241.01994493000902,-0.68
-0.67,4.710805822269944,51.0,1.0,1.0,157.44494721704265,239.94479358876976,-0.67
-0.66,4.710805822269944,51.0,1.0,1.0,157.53251697875245,238.83616720091447,-0.66
-0.65,4.710805822269944,51.0,1.0,1.0,157.62015651454823,237.67642672759732,-0.65
-0.64,4.710805822269944,51.0,1.0,1.0,157.69935071281304,236.62680769430105,-0.64
-0.63,4.710805822269944,51.0,1.0,1.0,157.7872440385966,235.74360031737694,-0.63
-0.62,4.710805822269944,51.0,1.0,1.0,157.87525365370402,234.3771511209491,-0.62
-0.61,4.710805822269944,51.0,1.0,1.0,157.96337938653252,232.72287866518587,-0.61
-0.6,4.710805822269944,51.0,1.0,1.0,158.05162132460396,230.74174760553797,-0.6
-0.59,4.710805822269944,51.0,1.0,1.0,158.13997984572518,228.08217385050955,-0.59
-0.58,4.710805822269944,51.0,1.0,1.0,158.2283907481389,222.43411963784328,-0.58
-0.57,4.710805822269944,51.0,1.0,1.0,158.30874101671975,220.13890927673117,-0.57
-0.56,4.710805822269944,51.0,1.0,1.0,158.39742524576707,224.7454419520815,-0.56
-0.55,4.710805822269944,51.0,1.0,1.0,158.4862321355659,225.243496135278,-0.55
-0.54,4.710805822269944,51.0,1.0,1.0,158.57516340635038,225.43973002704428,-0.54
-0.53,4.710805822269944,51.0,1.0,1.0,158.66422108745024,225.57183903191327,-0.53
-0.52,4.710805822269944,51.0,1.0,1.0,158.7534075178709,225.68260785496358,-0.52
-0.51,4.710805822269944,51.0,1.0,1.0,158.8427253462777,225.78461304567097,-0.51
-0.5,4.710805822269944,51.0,1.0,1.0,158.92584912728032,225.875587720398,-0.5
-0.49,4.710805822269944,51.0,1.0,1.0,159.01535258623775,225.97253994511962,-0.49
-0.48,4.710805822269944,51.0,1.0,1.0,159.10497739522955,226.06842566788808,-0.48
-0.47,4.710805822269944,51.0,1.0,1.0,159.1947215502254,226.16392790827967,-0.47
-0.46,4.710805822269944,51.0,1.0,1.0,159.2845826308438,226.25948433781159,-0.46
-0.45,4.710805822269944,51.0,1.0,1.0,159.37455797209694,226.3554173735731,-0.45
-0.44,4.710805822269944,51.0,1.0,1.0,159.46464501578757,226.45192320112437,-0.44
-0.43,4.710805822269944,51.0,1.0,1.0,159.55480738003456,226.54900223418596,-0.43
-0.42,4.710805822269944,51.0,1.0,1.0,159.64231811914158,226.64341142871416,-0.42
-0.41,4.710805822269944,51.0,1.0,1.0,159.73139096249693,226.74042842222767,-0.41
-0.4,4.710805822269944,51.0,1.0,1.0,159.82041255844166,226.8379854946691,-0.4
-0.39,4.710805822269944,51.0,1.0,1.0,159.9094022854772,226.93610997352786,-0.39
-0.38,4.710805822269944,51.0,1.0,1.0,159.99840987424582,227.03486904729397,-0.38
-0.37,4.710805822269944,51.0,1.0,1.0,160.087543115373,227.1343938344917,-0.37
-0.36,4.710805822269944,51.0,1.0,1.0,160.17704577106227,227.2351991500957,-0.36
-0.35,4.710805822269944,51.0,1.0,1.0,160.2677025493187,227.338069911078,-0.35
-0.34,4.710805822269944,51.0,1.0,1.0,160.34652553620447,227.42783010177763,-0.34
-0.33,4.710805822269944,51.0,1.0,1.0,160.41813284251847,227.50885798130224,-0.33
-0.32,4.710805822269944,51.0,1.0,1.0,160.5033229313299,227.60645840448234,-0.32
-0.31,4.710805822269944,51.0,1.0,1.0,160.58938618120928,227.7052311811691,-0.31
-0.3,4.710805822269944,51.0,1.0,1.0,160.63380577078317,227.9891409939459,-0.3
-0.29,4.710805822269944,51.0,1.0,1.0,160.6338057707831,228.46657822615137,-0.29
-0.28,4.710805822269944,51.0,1.0,1.0,160.63380577078317,228.95079608900807,-0.28
-0.27,4.710805822269944,51.0,1.0,1.0,160.63380577078314,229.44125233511605,-0.27
-0.26,4.710805822269944,51.0,1.0,1.0,160.6338057707832,229.9374243877673,-0.26
-0.25,4.710805822269944,51.0,1.0,1.0,160.63380577078317,230.4388069005338,-0.25
-0.24,4.710805822269944,51.0,1.0,1.0,160.6338057707832,230.9093319909334,-0.24
-0.23,4.710805822269944,51.0,1.0,1.0,160.63380577078314,231.31941583176854,-0.23
-0.22,4.710805822269944,51.0,1.0,1.0,160.6338057707832,231.83274984074106,-0.22
-0.21,4.710805822269944,51.0,1.0,1.0,160.6338057707832,232.34970579256432,-0.21
-0.2,4.710805822269944,51.0,1.0,1.0,160.63380577078317,232.86993128926184,-0.2
-0.19,4.710805822269944,51.0,1.0,1.0,160.63380577078323,233.39310352370208,-0.19
