MagCAPShock,FixedPropRates,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.17,0.01,51.0,1.0,1.0,160.63380577078317,251.4138270040796,-0.17
-0.16,0.01,51.0,1.0,1.0,160.6338057707832,251.41368983746653,-0.16
-0.15,0.01,51.0,1.0,1.0,160.6338057707832,251.41344297621953,-0.15
-0.14,0.01,51.0,1.0,1.0,160.63380577078308,251.41304912661138,-0.14
-0.13,0.01,51.0,1.0,1.0,160.63380577078314,251.41297310506428,-0.13
-0.12,0.01,51.0,1.0,1.0,160.63380577078325,251.41099881761548,-0.12
-0.11,0.01,51.0,1.0,1.0,160.6338057707832,251.40749205540803,-0.11
-0.1,0.01,51.0,1.0,1.0,160.6338057707831,251.4021151929778,-0.1
-0.09,0.01,51.0,1.0,1.0,160.6338057707831,251.39388721373095,-0.09
-0.08,0.01,51.0,1.0,1.0,160.63380577078317,251.38130442818508,-0.08
-0.07,0.01,51.0,1.0,1.0,160.63380577078323,251.36204710893617,-0.07
-0.06,0.01,51.0,1.0,1.0,160.63380577078317,251.33249396853387,-0.06
-0.05,0.01,51.0,1.0,1.0,160.63380577078314,251.32979408639093,-0.05
-0.04,0.01,51.0,1.0,1.0,160.6338057707831,251.32979408639093,-0.04
-0.03,0.01,51.0,1.0,1.0,160.6338057707832,251.32979408639093,-0.03
-0.02,0.01,51.0,1.0,1.0,160.6338057707832,251.32979408639093,-0.02
-0.01,0.01,51.0,1.0,1.0,160.6338057707832,251.32979408639093,-0.01
0.0,0.01,51.0,1.0,1.0,160.63380577078317,251.32979408639093,0.0
-1.0,0.02,50.515390245248405,0.9904978479460471,0.8322193363904891,154.64714494895972,285.1383582316499,-1.0
-0.99,0.02,50.53285516019726,0.9908402972587698,0.8380061695711624,154.73160594316676,285.92770769324113,-0.99
-0.98,0.02,50.550315307143265,0.9911826530812405,0.8437930027518356,154.82173963371955,286.5279498243531,-0.98
-0.97,0.02,50.56777134887899,0.991524928409392,0.8495798359325089,154.9123359158655,286.93307758729753,-0.97
-0.96,0.02,50.58512821131122,0.9918652590453181,0.8553666691131823,154.9985368622525,286.74191175775616,-0.96
-0.95,0.02,50.602415456499,0.9922042246372353,0.8611535022938555,155.0819617687227,285.918850143179,-0.95
-0.94,0.02,50.61969049357019,0.9925429508543174,0.8669403354745288,155.15969698969533,285.1480356662698,-0.94
-0.93,0.02,50.63695332683167,0.9928814377810132,0.8727271686552021,155.24345922537057,284.4850151127722,-0.93
-0.92,0.02,50.65420395943951,0.9932196854792061,0.8785140018358751,155.32738586357544,283.95435692826885,-0.92
-0.91,0.02,50.67144239321428,0.9935576939845937,0.8843008350165485,155.41147205668162,283.48374149644627,-0.91
-0.9,0.02,50.688668628440475,0.9938954633027544,0.8900876681972218,155.49571709977945,282.9398056082108,-0.9
-0.89,0.02,50.70588266364918,0.9942329934048858,0.895874501377895,155.58008768804763,282.27486876727204,-0.89
-0.88,0.02,50.72308449538315,0.9945702842231989,0.9016613345585685,155.65821777523556,281.5279324304864,-0.88
-0.87,0.02,50.74028042699917,0.9949074593529249,0.9074481677392415,155.7430424574043,280.73802245115,-0.87
-0.86,0.02,50.75746605189812,0.9952444323901593,0.9132350009199148,155.828044300168,279.91999180935176,-0.86
-0.85,0.02,50.774638985454914,0.9955811565775473,0.919021834100588,155.913193590116,279.0978570505,-0.85
-0.84,0.02,50.79179921527229,0.9959176316720058,0.9248086672812615,155.9984881671958,278.2745243154809,-0.84
-0.83,0.02,50.808946722960826,0.9962538573129573,0.9305955004619346,156.07675032316197,277.4492267882774,-0.83
-0.82,0.02,50.82608148129713,0.9965898329666104,0.936382333642608,156.1623157505885,276.62058087354126,-0.82
-0.81,0.02,50.843203449442996,0.9969255578322156,0.9421691668232811,156.24802212986197,275.78604663735234,-0.81
-0.8,0.02,50.860312564709396,0.9972610306805764,0.9479560000039545,156.3338692648336,274.9409139560453,-0.8
-0.79,0.02,50.87740872834448,0.997596249575382,0.953742833184628,156.41985019926352,274.07641732679065,-0.79
-0.78,0.02,50.89449178148165,0.9979312114016009,0.9595296663653011,156.5059618718129,273.1763053794818,-0.78
-0.77,0.02,50.91156146650667,0.9982659111079739,0.9653164995459741,156.58436671971506,272.2088260925961,-0.77
