MagCAPShock,Decay_hard,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.6,0.035,51.0,1.0,1.0,327.97842762022333,438.2343674897401,-0.6
-0.59,0.035,51.0,1.0,1.0,328.2624164293557,431.34740990902594,-0.59
-0.58,0.035,51.0,1.0,1.0,328.547546244197,426.78737483012907,-0.58
-0.57,0.035,51.0,1.0,1.0,328.83287261394037,423.3359101381252,-0.57
-0.56,0.035,51.0,1.0,1.0,329.1197678007986,420.25796112227954,-0.56
-0.55,0.035,51.0,1.0,1.0,329.40811043621875,417.2718726356052,-0.55
-0.54,0.035,51.0,1.0,1.0,329.6977683002576,414.27855110735567,-0.54
-0.53,0.035,51.0,1.0,1.0,329.98870099424397,411.2385455227366,-0.53
-0.52,0.035,51.0,1.0,1.0,330.2809249984422,408.13430299084615,-0.52
-0.51,0.035,51.0,1.0,1.0,330.5744991529485,404.9741415580108,-0.51
-0.5,0.035,51.0,1.0,1.0,330.8695177484225,401.8347339042812,-0.5
-0.49,0.035,51.0,1.0,1.0,331.16610835423626,398.93441495863266,-0.49
-0.48,0.035,51.0,1.0,1.0,331.4644342191581,396.6229222781541,-0.48
-0.47,0.035,51.0,1.0,1.0,331.76470424131674,395.3205317517314,-0.47
-0.46,0.035,51.0,1.0,1.0,332.067197934566,394.95199291762185,-0.46
-0.45,0.035,51.0,1.0,1.0,332.3723217915469,395.0845995383565,-0.45
-0.44,0.035,51.0,1.0,1.0,332.680721487119,395.34602873646026,-0.44
-0.43,0.035,51.0,1.0,1.0,332.99369592290674,395.5713446852252,-0.43
-0.42,0.035,51.0,1.0,1.0,333.3147697227234,395.7262414772688,-0.42
-0.41,0.035,51.0,1.0,1.0,333.4856696432248,395.75099586091596,-0.41
-0.4,0.035,51.0,1.0,1.0,333.4856696432248,395.73698572193035,-0.4
-0.39,0.035,51.0,1.0,1.0,333.4856696432249,395.7226945481621,-0.39
-0.38,0.035,51.0,1.0,1.0,333.4856696432248,395.70812443579524,-0.38
-0.37,0.035,51.0,1.0,1.0,333.48566964322487,395.6932780899821,-0.37
-0.36,0.035,51.0,1.0,1.0,333.48566964322487,395.67815886264594,-0.36
-0.35,0.035,51.0,1.0,1.0,333.48566964322487,395.6627641605117,-0.35
-0.34,0.035,51.0,1.0,1.0,333.4856696432248,395.6449450383431,-0.34
-0.33,0.035,51.0,1.0,1.0,333.485669643225,395.62659996407046,-0.33
-0.32,0.035,51.0,1.0,1.0,333.4856696432248,395.6077122733163,-0.32
-0.31,0.035,51.0,1.0,1.0,333.485669643225,395.58826470621403,-0.31
-0.3,0.035,51.0,1.0,1.0,333.48566964322487,395.5682393981304,-0.3
-0.29,0.035,51.0,1.0,1.0,333.48566964322487,395.54761805886454,-0.29
-0.28,0.035,51.0,1.0,1.0,333.48566964322464,395.5262589267102,-0.28
-0.27,0.035,51.0,1.0,1.0,333.48566964322475,395.5041104908862,-0.27
-0.26,0.035,51.0,1.0,1.0,333.4856696432248,395.48111617285025,-0.26
-0.25,0.035,51.0,1.0,1.0,333.48566964322487,395.4569471150163,-0.25
-0.24,0.035,51.0,1.0,1.0,333.48566964322487,395.43092843948057,-0.24
-0.23,0.035,51.0,1.0,1.0,333.4856696432248,395.39659986130255,-0.23
-0.22,0.035,51.0,1.0,1.0,333.4856696432249,395.3452348565649,-0.22
-0.21,0.035,51.0,1.0,1.0,333.4856696432249,395.25731431147,-0.21
-0.2,0.035,51.0,1.0,1.0,333.4856696432248,395.0560971670952,-0.2
-0.19,0.035,51.0,1.0,1.0,333.48566964322475,394.5292940645351,-0.19
-0.18,0.035,51.0,1.0,1.0,333.48566964322464,393.0557791476598,-0.18
-0.17,0.035,51.0,1.0,1.0,333.4856696432249,389.15376367354185,-0.17
-0.16,0.035,51.0,1.0,1.0,333.48566964322487,390.3254565061081,-0.16
-0.15,0.035,51.0,1.0,1.0,333.48566964322475,390.959832128937,-0.15
-0.14,0.035,51.0,1.0,1.0,333.485669643225,391.2334556943702,-0.14
