MagCAPShock,Decay_dbar,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.5,5.0e-5,51.0,1.0,1.0,160.7430283115935,250.57441829794897,-0.5
-0.49,5.0e-5,51.0,1.0,1.0,160.83310829796326,250.6102433057354,-0.49
-0.48,5.0e-5,51.0,1.0,1.0,160.92331462157313,250.63852316887468,-0.48
-0.47,5.0e-5,51.0,1.0,1.0,161.01364513316318,250.66059266357215,-0.47
-0.46,5.0e-5,51.0,1.0,1.0,161.1040972003829,250.67764950385418,-0.46
-0.45,5.0e-5,51.0,1.0,1.0,161.19466780622315,250.69072618073375,-0.45
-0.44,5.0e-5,51.0,1.0,1.0,161.28535378099917,250.70068598270274,-0.44
-0.43,5.0e-5,51.0,1.0,1.0,161.37612714977467,250.70823332761543,-0.43
-0.42,5.0e-5,51.0,1.0,1.0,161.463283274677,250.71393155757727,-0.42
-0.41,5.0e-5,51.0,1.0,1.0,161.55304322222867,250.71822361324885,-0.41
-0.4,5.0e-5,51.0,1.0,1.0,161.64274750158097,250.72145279754682,-0.4
-0.39,5.0e-5,51.0,1.0,1.0,161.73240338652408,250.72388193697404,-0.39
-0.38,5.0e-5,51.0,1.0,1.0,161.82203957918654,250.72465739090566,-0.38
-0.37,5.0e-5,51.0,1.0,1.0,161.91172311039514,250.72465356428148,-0.37
-0.36,5.0e-5,51.0,1.0,1.0,162.0015992774341,250.7246499641455,-0.36
-0.35,5.0e-5,51.0,1.0,1.0,162.09181782431398,250.72464660540146,-0.35
-0.34,5.0e-5,51.0,1.0,1.0,162.1618605991036,250.7246441184594,-0.34
-0.33,5.0e-5,51.0,1.0,1.0,162.2454483425973,250.7246441675049,-0.33
-0.32,5.0e-5,51.0,1.0,1.0,162.3298124960592,250.7246442078635,-0.32
-0.31,5.0e-5,51.0,1.0,1.0,162.4151936157173,250.7246441908183,-0.31
-0.3,5.0e-5,51.0,1.0,1.0,162.50085668959832,250.72464417223566,-0.3
-0.29,5.0e-5,51.0,1.0,1.0,162.5872843548681,250.72464415242112,-0.29
-0.28,5.0e-5,51.0,1.0,1.0,162.6546861920675,250.72464137686669,-0.28
-0.27,5.0e-5,51.0,1.0,1.0,162.65468619206743,250.72463699037743,-0.27
-0.26,5.0e-5,51.0,1.0,1.0,162.65468619206746,250.72463050957938,-0.26
-0.25,5.0e-5,51.0,1.0,1.0,162.65468619206743,250.72462097219307,-0.25
-0.24,5.0e-5,51.0,1.0,1.0,162.6546861920675,250.72461322283445,-0.24
-0.23,5.0e-5,51.0,1.0,1.0,162.6546861920675,250.72461104582106,-0.23
-0.22,5.0e-5,51.0,1.0,1.0,162.65468619206743,250.7246087283721,-0.22
-0.21,5.0e-5,51.0,1.0,1.0,162.65468619206735,250.72460625958314,-0.21
-0.2,5.0e-5,51.0,1.0,1.0,162.65468619206746,250.72447663154034,-0.2
-0.19,5.0e-5,51.0,1.0,1.0,162.65468619206746,250.7242931423137,-0.19
-0.18,5.0e-5,51.0,1.0,1.0,162.6546861920674,250.7240350223947,-0.18
-0.17,5.0e-5,51.0,1.0,1.0,162.65468619206743,250.7236728396569,-0.17
-0.16,5.0e-5,51.0,1.0,1.0,162.6546861920674,250.72316587222653,-0.16
-0.15,5.0e-5,51.0,1.0,1.0,162.65468619206743,250.72226541394838,-0.15
-0.14,5.0e-5,51.0,1.0,1.0,162.65468619206754,250.72124710618866,-0.14
-0.13,5.0e-5,51.0,1.0,1.0,162.6546861920675,250.71827512080264,-0.13
-0.12,5.0e-5,51.0,1.0,1.0,162.6546861920675,250.7104857104996,-0.12
-0.11,5.0e-5,51.0,1.0,1.0,162.65468619206735,250.69861197796666,-0.11
-0.1,5.0e-5,51.0,1.0,1.0,162.65468619206743,250.68053844580123,-0.1
-0.09,5.0e-5,51.0,1.0,1.0,162.65468619206754,250.65298430738125,-0.09
-0.08,5.0e-5,51.0,1.0,1.0,162.65468619206735,250.61078958576104,-0.08
-0.07,5.0e-5,51.0,1.0,1.0,162.65468619206743,250.5456234305486,-0.07
-0.06,5.0e-5,51.0,1.0,1.0,162.65468619206735,250.4617744664463,-0.06
-0.05,5.0e-5,51.0,1.0,1.0,162.6546861920674,250.46177446644634,-0.05
-0.04,5.0e-5,51.0,1.0,1.0,162.65468619206743,250.46177446644634,-0.04
-0.03,5.0e-5,51.0,1.0,1.0,162.6546861920675,250.4617744664463,-0.03
-0.02,5.0e-5,51.0,1.0,1.0,162.6546861920674,250.4617744664463,-0.02
-0.01,5.0e-5,51.0,1.0,1.0,162.65468619206732,250.46177446644634,-0.01
0.0,5.0e-5,51.0,1.0,1.0,162.65468619206754,250.4617744664463,0.0
-1.0,0.0001,50.512908983200575,0.9904491957490309,0.831290237770974,156.1168072746795,284.071623255962,-1.0
-0.99,0.0001,50.5301959436731,0.990788155758296,0.8370608872497051,156.19351660766338,283.2729534294608,-0.99
-0.98,0.0001,50.54747074281727,0.9911268773101425,0.8428315367284365,156.27677363651662,282.4742549006734,-0.98
-0.97,0.0001,50.564733388001486,0.9914653605490488,0.8486021862071677,156.36022063393239,281.6754850164886,-0.97
-0.96,0.0001,50.58198388607681,0.9918036056093493,0.854372835685899,156.44385328236623,280.8765950895914,-0.96
-0.95,0.0001,50.59922224325145,0.9921416126127734,0.86014348516463,156.52766752973562,280.0775286876336,-0.95
-0.94,0.0001,50.616448464953564,0.9924793816657561,0.8659141346433612,156.6046602104727,279.27822140006214,-0.94
-0.93,0.0001,50.63366255568171,0.9928169128565041,0.8716847841220925,156.6888159102107,278.4786001177912,-0.93
-0.92,0.0001,50.650864518841644,0.993154206251797,0.8774554336008237,156.77313894368788,277.67856399478507,-0.92
-0.91,0.0001,50.668054356568696,0.9934912618935039,0.883226083079555,156.85762432271486,276.87798511010857,-0.91
-0.9,0.0001,50.68523206953479,0.9938280797947998,0.8889967325582862,156.9422707131927,276.07342202712164,-0.9
-0.89,0.0001,50.70239765673918,0.9941646599360624,0.8947673820370173,157.01942912730533,275.26527080959914,-0.89
-0.88,0.0001,50.71955111528227,0.9945010022604367,0.9005380315157487,157.10442542864638,274.45592589243734,-0.88
-0.87,0.0001,50.73669754554584,0.9948372067754085,0.9063086809944796,157.1896412134094,273.643899589261,-0.87
-0.86,0.0001,50.75383503196561,0.9951732359208942,0.9120793304732112,157.2750506011672,272.8293329225378,-0.86
-0.85,0.0001,50.77095990602317,0.9955090177651602,0.9178499799519423,157.36060983325225,272.0127893460067,-0.85
-0.84,0.0001,50.78807215646328,0.9958445520875153,0.9236206294306732,157.44631674748445,271.19383985540094,-0.84
-0.83,0.0001,50.80517176642551,0.9961798385573629,0.9293912789094047,157.523826629661,270.3718968190397,-0.83
-0.82,0.0001,50.82225871081209,0.9965148766825901,0.935161928388136,157.6098079152342,269.54610695783003,-0.82
-0.81,0.0001,50.83933295188217,0.9968496657231798,0.9409325778668671,157.69593143749415,268.71515408661486,-0.81
-0.8,0.0001,50.856394431677614,0.9971842045426983,0.9467032273455985,157.78219920772244,267.87689360718076,-0.8
-0.79,0.0001,50.87344305894867,0.9975184913519348,0.9524738768243295,157.86860328042172,267.02767676419415,-0.79
-0.78,0.0001,50.89047868694301,0.9978525232733924,0.958244526303061,157.95506030237823,266.16111777695886,-0.78
-0.77,0.0001,50.90750107735637,0.9981862956344386,0.9640151757817922,158.0327888934862,265.2659125657894,-0.77
-0.76,0.0001,50.924509847756596,0.9985198009364038,0.9697858252605234,158.1195638078466,264.32222900833153,-0.76
-0.75,0.0001,50.94150441406764,0.9988530277268164,0.9755564747392546,158.20645893039764,263.2965774573743,-0.75
-0.74,0.0001,50.958483987115585,0.9991859605316782,0.9813271242179858,158.2934672787424,262.13721760518365,-0.74
-0.73,0.0001,50.975447779110894,0.9995185839041352,0.987097773696717,158.38058286024247,260.77840233276015,-0.73
-0.72,0.0001,50.99230414365312,0.9998491008559436,0.9928684231754484,158.46780572933537,259.1711212352689,-0.72
-0.71,0.0001,50.99863907265418,0.9999733151500819,0.9986390726541796,158.54561896151313,257.35032779207376,-0.71
-0.7,0.0001,51.0,1.0,1.0,158.63309624453495,255.48732710195608,-0.7
-0.69,0.0001,51.0,1.0,1.0,158.72072251443944,253.80351572298864,-0.69
-0.68,0.0001,51.0,1.0,1.0,158.80850158293717,252.4792722288061,-0.68
-0.67,0.0001,51.0,1.0,1.0,158.89641452815547,251.51985150931887,-0.67
-0.66,0.0001,51.0,1.0,1.0,158.9844434334812,250.85084533655976,-0.66
-0.65,0.0001,51.0,1.0,1.0,159.0725065770646,250.39715634029304,-0.65
-0.64,0.0001,51.0,1.0,1.0,159.15107326672677,250.10534935933964,-0.64
-0.63,0.0001,51.0,1.0,1.0,159.23942535342624,249.93870705927384,-0.63
-0.62,0.0001,51.0,1.0,1.0,159.32789549779565,249.86892845846705,-0.62
-0.61,0.0001,51.0,1.0,1.0,159.41648313340076,249.87153906254034,-0.61
-0.6,0.0001,51.0,1.0,1.0,159.50518813644632,249.92465940657414,-0.6
-0.59,0.0001,51.0,1.0,1.0,159.5940107781326,250.00935144351365,-0.59
-0.58,0.0001,51.0,1.0,1.0,159.68289773258834,250.11021889566314,-0.58
-0.57,0.0001,51.0,1.0,1.0,159.76254890655005,250.21565537507374,-0.57
-0.56,0.0001,51.0,1.0,1.0,159.85168576995324,250.31763728244317,-0.56
-0.55,0.0001,51.0,1.0,1.0,159.94094748967618,250.41119341116618,-0.55
-0.54,0.0001,51.0,1.0,1.0,160.03033566911634,250.49373355004505,-0.54
-0.53,0.0001,51.0,1.0,1.0,160.11985218120094,250.56438085465922,-0.53
-0.52,0.0001,51.0,1.0,1.0,160.2094991767127,250.62339269116657,-0.52
-0.51,0.0001,51.0,1.0,1.0,160.29920816415478,250.67170352131214,-0.51
-0.5,0.0001,51.0,1.0,1.0,160.3816619278613,250.71059025266905,-0.5
-0.49,0.0001,51.0,1.0,1.0,160.47162721014476,250.74144354417027,-0.49
-0.48,0.0001,51.0,1.0,1.0,160.56171820027637,250.76562272573898,-0.48
-0.47,0.0001,51.0,1.0,1.0,160.65193272798584,250.7843724057302,-0.47
-0.46,0.0001,51.0,1.0,1.0,160.742268152872,250.79878206235279,-0.46
-0.45,0.0001,51.0,1.0,1.0,160.8327214761512,250.8097739367408,-0.45
-0.44,0.0001,51.0,1.0,1.0,160.92328959398398,250.81810833732737,-0.44
-0.43,0.0001,51.0,1.0,1.0,161.01393455413555,250.82439864122767,-0.43
-0.42,0.0001,51.0,1.0,1.0,161.10117549560837,250.829130771217,-0.42
-0.41,0.0001,51.0,1.0,1.0,161.19080061520577,250.83268374131566,-0.41
-0.4,0.0001,51.0,1.0,1.0,161.28037045937057,250.8353492724792,-0.4
-0.39,0.0001,51.0,1.0,1.0,161.3698944220202,250.83734934455714,-0.39
-0.38,0.0001,51.0,1.0,1.0,161.45940482356414,250.83757114284606,-0.38
-0.37,0.0001,51.0,1.0,1.0,161.5489754558836,250.83756790617633,-0.37
-0.36,0.0001,51.0,1.0,1.0,161.6387667538736,250.83756487471436,-0.36
-0.35,0.0001,51.0,1.0,1.0,161.72901533285057,250.83756205391956,-0.35
-0.34,0.0001,51.0,1.0,1.0,161.7988191040687,250.8375602450928,-0.34
-0.33,0.0001,51.0,1.0,1.0,161.88188555111157,250.8375602913595,-0.33
-0.32,0.0001,51.0,1.0,1.0,161.9665875577694,250.83756031338433,-0.32
-0.31,0.0001,51.0,1.0,1.0,162.05199519436968,250.8375602996645,-0.31
-0.3,0.0001,51.0,1.0,1.0,162.13784560088195,250.83756028498476,-0.3
-0.29,0.0001,51.0,1.0,1.0,162.22491632988311,250.8375602693304,-0.29
-0.28,0.0001,51.0,1.0,1.0,162.24852692519832,250.83755840904732,-0.28
-0.27,0.0001,51.0,1.0,1.0,162.24852692519838,250.8375549522582,-0.27
-0.26,0.0001,51.0,1.0,1.0,162.24852692519832,250.83754983174106,-0.26
-0.25,0.0001,51.0,1.0,1.0,162.24852692519838,250.8375422769994,-0.25
-0.24,0.0001,51.0,1.0,1.0,162.24852692519832,250.83753542761656,-0.24
-0.23,0.0001,51.0,1.0,1.0,162.24852692519832,250.83753366674543,-0.23
-0.22,0.0001,51.0,1.0,1.0,162.24852692519832,250.8375317928115,-0.22
-0.21,0.0001,51.0,1.0,1.0,162.24852692519832,250.83752979713913,-0.21
-0.2,0.0001,51.0,1.0,1.0,162.2485269251983,250.83743932449582,-0.2
-0.19,0.0001,51.0,1.0,1.0,162.24852692519838,250.8372912468586,-0.19
-0.18,0.0001,51.0,1.0,1.0,162.24852692519832,250.8370825410804,-0.18
-0.17,0.0001,51.0,1.0,1.0,162.24852692519832,250.8367891515579,-0.17
-0.16,0.0001,51.0,1.0,1.0,162.24852692519832,250.83637774736906,-0.16
-0.15,0.0001,51.0,1.0,1.0,162.24852692519843,250.8356456359725,-0.15
-0.14,0.0001,51.0,1.0,1.0,162.24852692519838,250.83476090464552,-0.14
-0.13,0.0001,51.0,1.0,1.0,162.24852692519832,250.83277996343926,-0.13
