MagCAPShock,Goal_l,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.18,1.01,50.99639533935787,0.9999293203795661,0.9969737021885493,199.53206140563415,524.1614761618677,-0.18
-0.17,1.01,50.996750502118374,0.9999362843552623,0.9971500226497365,199.5670582519045,523.9755197122907,-0.17
-0.16,1.01,50.997105672022315,0.9999432484710258,0.997326345023271,199.59987014529648,523.7861821385011,-0.16
-0.15,1.01,51.0,1.0,1.0,200.58971926208156,524.3576928065091,-0.15
-0.14,1.01,51.0,1.0,1.0,202.10068728442417,515.873313612423,-0.14
-0.13,1.01,51.0,1.0,1.0,203.99333913900938,497.2350818866489,-0.13
-0.12,1.01,51.0,1.0,1.0,205.82557400650168,514.9653294674038,-0.12
-0.11,1.01,51.0,1.0,1.0,206.79986858851746,514.3141538999043,-0.11
-0.1,1.01,51.0,1.0,1.0,208.36339333959776,510.5248248909475,-0.1
-0.09,1.01,51.0,1.0,1.0,209.79054717220595,502.78249334303536,-0.09
-0.08,1.01,51.0,1.0,1.0,211.67533683721965,525.5743722763737,-0.08
-0.07,1.01,51.0,1.0,1.0,212.6539105914471,514.8056149651816,-0.07
-0.06,1.01,51.0,1.0,1.0,214.26707320257805,494.4833572216435,-0.06
-0.05,1.01,51.0,1.0,1.0,215.6688793208914,510.4885132481275,-0.05
-0.04,1.01,51.0,1.0,1.0,215.9455154396628,495.7426778255459,-0.04
-0.03,1.01,51.0,1.0,1.0,218.56652615532548,508.01203130887694,-0.03
-0.02,1.01,51.0,1.0,1.0,219.96879218608393,508.52122106962673,-0.02
-0.01,1.01,51.0,1.0,1.0,220.2831399635962,495.41336063228925,-0.01
0.0,1.01,51.0,1.0,1.0,222.82557994994818,510.8588517875654,0.0
-1.0,1.02,50.984001123597,0.9996862965411176,0.9921619991841001,193.20526084247163,537.4162821174375,-1.0
-0.99,1.02,50.98454061769543,0.9996968748567732,0.9923383415007606,192.6096241484305,536.3158369884848,-0.99
-0.98,1.02,50.98508011591093,0.9997074532531556,0.9925146846828126,192.21301976445136,535.2153834094663,-0.98
-0.97,1.02,50.98561961829722,0.999718031731318,0.9926910287561371,192.07585338503776,534.2339662126158,-0.97
-0.96,1.02,50.98615912490769,0.9997286102923075,0.992867373746205,192.25614566489338,533.4119636176222,-0.96
-0.95,1.02,50.98669863579534,0.9997391889371636,0.9930437196780705,192.44768672384473,532.6652823255552,-0.95
-0.94,1.02,50.98723815101283,0.9997497676669183,0.9932200665763605,192.66208380769552,531.9858549460847,-0.94
-0.93,1.02,50.987777670612374,0.9997603464825956,0.9933964144652725,192.87680451329948,531.3659533481868,-0.93
-0.92,1.02,50.988317194645816,0.9997709253852121,0.9935727633685671,193.06022856556353,530.8001726999436,-0.92
-0.91,1.02,50.98885672316458,0.9997815043757761,0.993749113309565,193.37608838950663,530.382855724211,-0.91
-0.9,1.02,50.98939625621965,0.9997920834552873,0.9939254643111453,194.0001843347262,530.1497148899165,-0.9
-0.89,1.02,50.98993579386158,0.9998026626247368,0.9941018163957427,195.11897189075603,530.0777704367429,-0.89
-0.88,1.02,50.99047533614046,0.9998132418851071,0.9942781695853499,195.94200414423125,529.988321616835,-0.88
-0.87,1.02,50.99101488310598,0.9998238212373722,0.9944545239015153,195.52914664536053,529.8780417643461,-0.87
-0.86,1.02,50.99155443480734,0.9998344006824968,0.9946308793653499,195.7438855121435,529.7478791271967,-0.86
-0.85,1.02,50.99193399104655,0.9998418429616971,0.9948072359975256,195.73517603144208,529.5990176510012,-0.85
-0.84,1.02,50.992289012118334,0.999848804159183,0.9949835938182835,195.7961524932695,529.4786603832462,-0.84
-0.83,1.02,50.99264403807079,0.9998557654523685,0.9951599528474371,195.88039053158434,529.3949614201331,-0.83
-0.82,1.02,50.99299906895129,0.9998627268421822,0.9953363131043792,196.0114690549514,529.2686607114003,-0.82
-0.81,1.02,50.993354104806706,0.9998696883295433,0.9955126746080885,196.0360956409765,529.07598328805,-0.81
-0.8,1.02,50.99370914568346,0.999876649915362,0.9956890373771378,196.04442068560664,528.8892100337373,-0.8
-0.79,1.02,50.994064191627494,0.9998836116005391,0.995865401429702,196.05092907327813,528.7081523452488,-0.79
-0.78,1.02,50.9944192426843,0.9998905733859667,0.9960417667835653,196.05611078928544,528.5326296253422,-0.78
-0.77,1.02,50.99477429889891,0.9998975352725277,0.9962181334561313,196.0599069642371,528.362469238614,-0.77
-0.76,1.02,50.99512936031587,0.9999044972610955,0.9963945014644321,196.06248596817935,528.1975064506694,-0.76
-0.75,1.02,50.99548442697929,0.9999114593525351,0.9965708708251341,196.08153177754497,528.037584350233,-0.75
-0.74,1.02,50.99583949893281,0.9999184215477022,0.9967472415545505,196.22130495393023,527.8825537537627,-0.74
-0.73,1.02,50.9961945762196,0.9999253838474431,0.9969236136686463,196.3609899656843,527.732273092062,-0.73
-0.72,1.02,50.9965496588824,0.9999323462525961,0.9970999871830469,196.50014498966144,527.5866082785122,-0.72
-0.71,1.02,50.99690474696348,0.9999393087639898,0.9972763621130426,196.59004673419446,527.4454325584845,-0.71
-0.7,1.02,50.99725984050463,0.9999462713824437,0.9974527384735978,196.6134796737057,527.3086263395677,-0.7
-0.69,1.02,50.99761493954723,0.9999532341087692,0.9976291162793519,196.63552029023595,527.1760770023633,-0.69
-0.68,1.02,50.997805495544625,0.999956970500875,0.9978054955446228,196.65631269816058,527.0476786917943,-0.68
-0.67,1.02,50.99798187628341,0.9999604289467335,0.9979818762834102,196.6784911128661,526.9233320889084,-0.67
-0.66,1.02,50.99815825850939,0.9999638874217528,0.9981582585093931,196.8172929224875,526.8029441636028,-0.66
-0.65,1.02,50.99833464223593,0.9999673459261947,0.9983346422359296,196.9560015914724,526.6864279087517,-0.65
-0.64,1.02,50.998511027476056,0.9999708044603148,0.9985110274760515,197.0942263792272,526.5737020566961,-0.64
-0.63,1.02,50.99868741424246,0.999974263024362,0.9986874142424593,197.2318702115004,526.4646907760821,-0.63
-0.62,1.02,50.99886380254752,0.9999777216185788,0.9988638025475146,197.36889261743218,526.3593233662716,-0.62
-0.61,1.02,50.99904019240323,0.9999811802432006,0.9990401924032286,197.50527505162935,526.2575339204099,-0.61
-0.6,1.02,50.99921658382125,0.9999846388984559,0.9992165838212523,197.64100978681236,526.1592609895041,-0.6
-0.59,1.02,50.999392976812864,0.999988097584566,0.9993929768128614,197.776095194864,526.0644472357482,-0.59
-0.58,1.02,50.99956937138894,0.9999915563017439,0.9995693713889382,197.86255352524626,525.9730390804972,-0.58
-0.57,1.02,50.99974576755996,0.9999950150501953,0.9997457675599565,198.0006897841472,525.8849863503015,-0.57
-0.56,1.02,50.99992216533596,0.9999984738301169,0.999922165335961,198.1385600814298,525.8002419244235,-0.56
-0.55,1.02,51.0,1.0,1.0,198.27594245327967,525.7187613876354,-0.55
-0.54,1.02,51.0,1.0,1.0,198.41276353206428,525.6405026921844,-0.54
-0.53,1.02,51.0,1.0,1.0,198.548988561547,525.5654258329229,-0.53
-0.52,1.02,51.0,1.0,1.0,198.6845990056677,525.4934925397888,-0.52
