MagCAPShock,IF_sens_l,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.47,4.710805822269944,51.0,1.0,1.0,331.7363311862977,394.9373070525316,-0.47
-0.46,4.710805822269944,51.0,1.0,1.0,332.0447051765123,395.1236861007988,-0.46
-0.45,4.710805822269944,51.0,1.0,1.0,332.355262742128,395.30524610878786,-0.45
-0.44,4.710805822269944,51.0,1.0,1.0,332.667528864329,395.4653606289281,-0.44
-0.43,4.710805822269944,51.0,1.0,1.0,332.9845302321776,395.59909814986963,-0.43
-0.42,4.710805822269944,51.0,1.0,1.0,333.30897259051096,395.7020343435422,-0.42
-0.41,4.710805822269944,51.0,1.0,1.0,333.4856696432248,395.7220670762738,-0.41
-0.4,4.710805822269944,51.0,1.0,1.0,333.4856696432248,395.71214513369,-0.4
-0.39,4.710805822269944,51.0,1.0,1.0,333.4856696432249,395.7011441618471,-0.39
-0.38,4.710805822269944,51.0,1.0,1.0,333.4856696432248,395.6892228164358,-0.38
-0.37,4.710805822269944,51.0,1.0,1.0,333.48566964322487,395.67650918633956,-0.37
-0.36,4.710805822269944,51.0,1.0,1.0,333.48566964322487,395.6631072484226,-0.36
-0.35,4.710805822269944,51.0,1.0,1.0,333.48566964322487,395.64798617768497,-0.35
-0.34,4.710805822269944,51.0,1.0,1.0,333.4856696432248,395.6314193973678,-0.34
-0.33,4.710805822269944,51.0,1.0,1.0,333.485669643225,395.61409240067377,-0.33
-0.32,4.710805822269944,51.0,1.0,1.0,333.4856696432248,395.596033186073,-0.32
-0.31,4.710805822269944,51.0,1.0,1.0,333.485669643225,395.5772459878738,-0.31
-0.3,4.710805822269944,51.0,1.0,1.0,333.48566964322487,395.557671269747,-0.3
